Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\02\_07-3253_Escherichia coli__2_37_PMX_438_2#19#2019_A_ 2B_3.oka
Set up Time,2/19/2019 10:40:53 AM
Position, 2-B
Plate Type,PM2
Strain Type,---
Sample Number,
Strain Name,07-3253
O-type,O121
H-type,H30
Host,Human
Strain Number,07-3253
Other,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
8.25,68.0,47.0,46.0,45.0,51.0,133.0,46.0,46.0,56.0,53.0,50.0,97.0,61.0,183.0,125.0,34.0,54.0,38.0,33.0,26.0,28.0,27.0,32.0,82.0,57.0,37.0,39.0,47.0,48.0,33.0,164.0,39.0,86.0,45.0,33.0,36.0,66.0,23.0,38.0,30.0,32.0,41.0,63.0,34.0,31.0,21.0,12.0,38.0,34.0,39.0,12.0,32.0,209.0,11.0,25.0,20.0,27.0,25.0,11.0,52.0,97.0,42.0,192.0,33.0,47.0,31.0,22.0,18.0,31.0,37.0,18.0,46.0,45.0,55.0,28.0,35.0,31.0,24.0,16.0,37.0,12.0,14.0,33.0,38.0,54.0,44.0,39.0,42.0,21.0,23.0,19.0,16.0,53.0,18.0,21.0,39.0
8.5,68.0,46.0,48.0,47.0,52.0,134.0,47.0,49.0,57.0,51.0,50.0,93.0,62.0,183.0,131.0,33.0,55.0,35.0,34.0,25.0,28.0,26.0,34.0,82.0,60.0,37.0,42.0,48.0,47.0,33.0,167.0,40.0,91.0,43.0,34.0,36.0,68.0,22.0,40.0,30.0,32.0,39.0,64.0,33.0,32.0,20.0,11.0,37.0,37.0,42.0,11.0,36.0,213.0,11.0,25.0,20.0,25.0,24.0,11.0,53.0,103.0,46.0,195.0,35.0,47.0,30.0,24.0,19.0,30.0,38.0,17.0,47.0,49.0,58.0,28.0,38.0,30.0,25.0,16.0,40.0,12.0,14.0,33.0,34.0,55.0,47.0,43.0,46.0,23.0,28.0,19.0,16.0,55.0,18.0,23.0,39.0
8.75,67.0,46.0,47.0,47.0,49.0,135.0,45.0,48.0,55.0,51.0,50.0,96.0,61.0,188.0,131.0,34.0,55.0,39.0,34.0,27.0,28.0,29.0,34.0,83.0,58.0,38.0,39.0,46.0,47.0,35.0,167.0,40.0,90.0,46.0,36.0,39.0,64.0,23.0,38.0,30.0,32.0,41.0,63.0,34.0,32.0,22.0,13.0,36.0,33.0,40.0,11.0,34.0,217.0,11.0,23.0,20.0,26.0,26.0,11.0,51.0,103.0,41.0,195.0,33.0,47.0,30.0,22.0,22.0,29.0,36.0,16.0,46.0,42.0,54.0,27.0,36.0,30.0,26.0,17.0,39.0,15.0,15.0,34.0,37.0,52.0,42.0,37.0,41.0,21.0,21.0,19.0,15.0,54.0,16.0,23.0,41.0
9.0,71.0,48.0,49.0,47.0,52.0,132.0,47.0,50.0,58.0,52.0,50.0,94.0,64.0,189.0,140.0,35.0,57.0,38.0,33.0,25.0,27.0,25.0,33.0,79.0,61.0,36.0,42.0,48.0,48.0,32.0,172.0,41.0,95.0,43.0,32.0,38.0,69.0,25.0,39.0,33.0,31.0,39.0,63.0,31.0,30.0,19.0,11.0,34.0,38.0,44.0,13.0,37.0,220.0,13.0,22.0,17.0,25.0,25.0,11.0,54.0,111.0,47.0,201.0,39.0,47.0,34.0,23.0,18.0,26.0,36.0,16.0,48.0,49.0,60.0,32.0,39.0,34.0,27.0,17.0,40.0,13.0,13.0,34.0,36.0,58.0,49.0,43.0,46.0,26.0,28.0,22.0,17.0,54.0,17.0,20.0,43.0
9.25,69.0,48.0,46.0,47.0,51.0,135.0,47.0,48.0,57.0,50.0,50.0,94.0,64.0,192.0,141.0,32.0,58.0,37.0,34.0,25.0,27.0,28.0,34.0,83.0,60.0,37.0,43.0,46.0,48.0,32.0,174.0,41.0,97.0,46.0,36.0,36.0,69.0,24.0,39.0,31.0,31.0,40.0,65.0,33.0,32.0,20.0,12.0,35.0,37.0,42.0,11.0,34.0,223.0,11.0,25.0,20.0,27.0,24.0,11.0,53.0,112.0,46.0,201.0,36.0,47.0,32.0,23.0,18.0,27.0,36.0,16.0,49.0,48.0,62.0,30.0,39.0,33.0,25.0,17.0,41.0,12.0,15.0,34.0,35.0,57.0,51.0,42.0,45.0,26.0,28.0,23.0,15.0,54.0,16.0,23.0,43.0
9.5,68.0,48.0,47.0,47.0,50.0,138.0,48.0,51.0,57.0,55.0,51.0,100.0,60.0,196.0,145.0,35.0,55.0,39.0,36.0,26.0,29.0,29.0,36.0,83.0,58.0,37.0,39.0,49.0,51.0,35.0,176.0,42.0,101.0,46.0,35.0,39.0,67.0,25.0,38.0,33.0,32.0,40.0,65.0,35.0,34.0,22.0,13.0,37.0,35.0,39.0,12.0,33.0,226.0,11.0,24.0,20.0,26.0,25.0,11.0,55.0,112.0,44.0,202.0,34.0,46.0,31.0,24.0,20.0,31.0,39.0,20.0,48.0,42.0,54.0,29.0,35.0,33.0,25.0,17.0,38.0,12.0,15.0,36.0,38.0,50.0,43.0,38.0,42.0,21.0,24.0,19.0,15.0,57.0,17.0,23.0,40.0
9.75,69.0,51.0,49.0,49.0,51.0,138.0,48.0,50.0,58.0,54.0,51.0,100.0,62.0,196.0,148.0,35.0,57.0,39.0,34.0,28.0,29.0,28.0,35.0,80.0,58.0,38.0,40.0,51.0,50.0,33.0,177.0,42.0,103.0,44.0,36.0,39.0,68.0,24.0,41.0,31.0,33.0,40.0,67.0,34.0,33.0,22.0,12.0,38.0,35.0,40.0,11.0,32.0,228.0,12.0,27.0,22.0,27.0,24.0,11.0,54.0,117.0,43.0,204.0,32.0,48.0,30.0,24.0,20.0,29.0,39.0,19.0,46.0,43.0,58.0,29.0,35.0,31.0,26.0,16.0,40.0,13.0,16.0,34.0,37.0,52.0,46.0,36.0,40.0,20.0,23.0,20.0,17.0,56.0,18.0,22.0,41.0
10.0,66.0,49.0,47.0,47.0,51.0,139.0,46.0,51.0,58.0,55.0,50.0,97.0,63.0,198.0,153.0,32.0,55.0,38.0,36.0,28.0,28.0,29.0,35.0,82.0,59.0,38.0,41.0,49.0,51.0,35.0,181.0,40.0,104.0,44.0,34.0,37.0,67.0,23.0,39.0,33.0,31.0,41.0,64.0,34.0,32.0,21.0,13.0,37.0,33.0,41.0,11.0,33.0,228.0,11.0,25.0,19.0,26.0,25.0,11.0,52.0,123.0,43.0,205.0,34.0,47.0,33.0,25.0,20.0,31.0,38.0,18.0,48.0,41.0,57.0,28.0,35.0,32.0,24.0,18.0,39.0,12.0,15.0,35.0,38.0,52.0,42.0,40.0,40.0,21.0,24.0,18.0,16.0,58.0,19.0,23.0,40.0
10.25,67.0,49.0,48.0,46.0,50.0,139.0,47.0,52.0,57.0,55.0,51.0,99.0,61.0,200.0,156.0,34.0,57.0,40.0,35.0,28.0,30.0,27.0,37.0,83.0,57.0,39.0,42.0,49.0,50.0,32.0,184.0,40.0,109.0,44.0,36.0,39.0,66.0,23.0,39.0,32.0,33.0,43.0,66.0,34.0,32.0,23.0,13.0,38.0,35.0,43.0,12.0,33.0,231.0,11.0,27.0,21.0,26.0,25.0,11.0,54.0,124.0,46.0,208.0,34.0,48.0,32.0,24.0,19.0,31.0,41.0,18.0,51.0,46.0,58.0,26.0,36.0,32.0,26.0,17.0,41.0,15.0,16.0,35.0,37.0,53.0,44.0,38.0,41.0,22.0,24.0,24.0,17.0,62.0,19.0,24.0,44.0
10.5,71.0,49.0,48.0,49.0,50.0,141.0,47.0,51.0,57.0,54.0,50.0,99.0,64.0,203.0,158.0,33.0,57.0,37.0,34.0,27.0,30.0,28.0,34.0,83.0,59.0,37.0,43.0,47.0,51.0,34.0,184.0,42.0,110.0,46.0,37.0,39.0,68.0,23.0,41.0,31.0,32.0,43.0,66.0,36.0,33.0,22.0,12.0,37.0,35.0,43.0,12.0,34.0,231.0,11.0,26.0,19.0,26.0,26.0,11.0,53.0,129.0,45.0,210.0,34.0,47.0,30.0,24.0,20.0,31.0,36.0,19.0,46.0,44.0,62.0,28.0,35.0,31.0,24.0,18.0,40.0,14.0,17.0,35.0,39.0,53.0,45.0,39.0,42.0,19.0,23.0,19.0,16.0,59.0,17.0,21.0,43.0
10.75,69.0,49.0,46.0,48.0,51.0,142.0,47.0,51.0,56.0,53.0,49.0,101.0,63.0,206.0,162.0,34.0,57.0,39.0,35.0,29.0,31.0,28.0,35.0,83.0,59.0,38.0,44.0,49.0,49.0,34.0,188.0,42.0,112.0,45.0,39.0,38.0,70.0,25.0,38.0,32.0,32.0,42.0,66.0,35.0,33.0,22.0,14.0,37.0,37.0,42.0,12.0,32.0,235.0,13.0,26.0,21.0,26.0,26.0,11.0,53.0,131.0,41.0,212.0,33.0,47.0,30.0,23.0,21.0,30.0,38.0,19.0,45.0,42.0,59.0,27.0,34.0,32.0,25.0,15.0,41.0,13.0,15.0,33.0,39.0,53.0,46.0,37.0,41.0,21.0,23.0,20.0,15.0,63.0,17.0,24.0,41.0
11.0,68.0,49.0,49.0,48.0,50.0,142.0,46.0,51.0,57.0,55.0,49.0,101.0,62.0,207.0,163.0,33.0,58.0,37.0,35.0,28.0,30.0,29.0,35.0,84.0,58.0,38.0,41.0,49.0,49.0,35.0,190.0,42.0,115.0,44.0,37.0,38.0,68.0,23.0,40.0,34.0,32.0,41.0,66.0,35.0,33.0,25.0,13.0,38.0,34.0,41.0,12.0,31.0,236.0,11.0,26.0,19.0,28.0,24.0,11.0,52.0,136.0,43.0,212.0,33.0,48.0,30.0,24.0,19.0,33.0,39.0,21.0,50.0,42.0,60.0,30.0,36.0,33.0,25.0,17.0,41.0,14.0,14.0,36.0,37.0,51.0,43.0,39.0,41.0,21.0,25.0,20.0,16.0,66.0,18.0,24.0,40.0
11.25,66.0,47.0,42.0,45.0,48.0,139.0,43.0,47.0,55.0,51.0,47.0,95.0,61.0,205.0,162.0,32.0,52.0,34.0,33.0,25.0,25.0,25.0,32.0,80.0,56.0,35.0,37.0,44.0,46.0,31.0,188.0,39.0,112.0,41.0,33.0,35.0,66.0,23.0,36.0,28.0,30.0,37.0,62.0,31.0,29.0,19.0,11.0,34.0,33.0,39.0,11.0,29.0,236.0,11.0,22.0,17.0,23.0,23.0,11.0,48.0,135.0,40.0,210.0,32.0,42.0,27.0,19.0,17.0,29.0,35.0,15.0,43.0,42.0,58.0,25.0,33.0,32.0,20.0,15.0,37.0,11.0,11.0,33.0,35.0,48.0,42.0,37.0,39.0,19.0,21.0,17.0,13.0,66.0,14.0,20.0,39.0
11.5,69.0,48.0,48.0,51.0,50.0,142.0,47.0,49.0,57.0,55.0,51.0,98.0,62.0,209.0,168.0,36.0,58.0,38.0,36.0,29.0,29.0,29.0,36.0,84.0,58.0,38.0,42.0,48.0,49.0,35.0,193.0,43.0,118.0,46.0,36.0,41.0,69.0,25.0,39.0,31.0,32.0,41.0,67.0,34.0,31.0,21.0,13.0,37.0,35.0,40.0,11.0,33.0,239.0,11.0,26.0,20.0,25.0,26.0,11.0,51.0,141.0,43.0,215.0,34.0,45.0,31.0,23.0,20.0,29.0,37.0,20.0,47.0,44.0,60.0,30.0,35.0,31.0,25.0,17.0,41.0,14.0,16.0,34.0,38.0,53.0,44.0,37.0,40.0,19.0,22.0,19.0,15.0,70.0,21.0,22.0,41.0
11.75,67.0,49.0,46.0,47.0,50.0,140.0,46.0,49.0,56.0,52.0,47.0,99.0,62.0,209.0,170.0,34.0,56.0,37.0,34.0,29.0,30.0,27.0,33.0,82.0,57.0,37.0,40.0,47.0,48.0,33.0,195.0,41.0,120.0,43.0,32.0,37.0,70.0,22.0,39.0,30.0,33.0,39.0,65.0,32.0,30.0,21.0,11.0,36.0,36.0,41.0,11.0,30.0,240.0,11.0,26.0,21.0,25.0,25.0,11.0,50.0,143.0,41.0,216.0,34.0,47.0,30.0,23.0,18.0,29.0,39.0,18.0,47.0,43.0,62.0,28.0,35.0,33.0,23.0,17.0,40.0,12.0,14.0,33.0,35.0,50.0,42.0,37.0,42.0,22.0,23.0,20.0,17.0,73.0,17.0,21.0,41.0
12.0,69.0,49.0,48.0,48.0,52.0,144.0,48.0,52.0,59.0,55.0,51.0,100.0,63.0,212.0,176.0,35.0,59.0,39.0,36.0,29.0,33.0,30.0,35.0,85.0,59.0,38.0,43.0,50.0,49.0,36.0,198.0,43.0,124.0,44.0,38.0,40.0,72.0,24.0,42.0,33.0,35.0,41.0,66.0,36.0,33.0,25.0,13.0,39.0,38.0,41.0,12.0,32.0,243.0,12.0,28.0,21.0,27.0,26.0,11.0,54.0,151.0,43.0,219.0,36.0,47.0,32.0,26.0,21.0,33.0,38.0,21.0,48.0,44.0,64.0,30.0,36.0,32.0,26.0,18.0,42.0,15.0,17.0,36.0,39.0,52.0,45.0,38.0,45.0,22.0,25.0,21.0,16.0,76.0,18.0,26.0,42.0
12.25,67.0,46.0,48.0,45.0,50.0,142.0,48.0,50.0,56.0,53.0,50.0,100.0,61.0,213.0,177.0,36.0,57.0,37.0,35.0,28.0,28.0,28.0,34.0,83.0,58.0,38.0,41.0,47.0,49.0,33.0,201.0,39.0,127.0,44.0,35.0,39.0,71.0,23.0,40.0,30.0,31.0,41.0,65.0,33.0,30.0,20.0,11.0,34.0,36.0,41.0,11.0,29.0,242.0,11.0,25.0,21.0,26.0,24.0,11.0,51.0,153.0,40.0,218.0,33.0,46.0,30.0,22.0,19.0,29.0,34.0,18.0,46.0,43.0,63.0,28.0,34.0,32.0,24.0,18.0,41.0,12.0,16.0,35.0,36.0,49.0,42.0,36.0,41.0,20.0,23.0,19.0,13.0,79.0,16.0,23.0,42.0
12.5,71.0,51.0,48.0,48.0,51.0,143.0,48.0,50.0,59.0,55.0,52.0,101.0,64.0,216.0,180.0,36.0,58.0,38.0,36.0,29.0,32.0,28.0,34.0,84.0,61.0,39.0,42.0,50.0,50.0,36.0,201.0,42.0,130.0,45.0,38.0,40.0,72.0,23.0,40.0,33.0,34.0,40.0,68.0,36.0,34.0,22.0,11.0,37.0,37.0,42.0,11.0,34.0,244.0,12.0,27.0,22.0,27.0,26.0,11.0,51.0,159.0,44.0,220.0,34.0,48.0,32.0,25.0,19.0,33.0,39.0,19.0,47.0,44.0,68.0,30.0,34.0,31.0,24.0,17.0,42.0,14.0,16.0,35.0,37.0,52.0,45.0,37.0,41.0,21.0,25.0,19.0,15.0,81.0,18.0,23.0,40.0
12.75,68.0,49.0,46.0,49.0,51.0,144.0,48.0,49.0,58.0,55.0,50.0,100.0,63.0,216.0,181.0,36.0,57.0,39.0,35.0,30.0,30.0,29.0,35.0,82.0,59.0,37.0,41.0,49.0,50.0,35.0,204.0,41.0,132.0,45.0,35.0,40.0,71.0,25.0,40.0,33.0,33.0,42.0,67.0,34.0,32.0,22.0,13.0,36.0,36.0,42.0,13.0,34.0,246.0,11.0,26.0,20.0,26.0,26.0,11.0,51.0,162.0,45.0,221.0,33.0,46.0,32.0,25.0,19.0,31.0,39.0,20.0,47.0,44.0,70.0,28.0,37.0,34.0,25.0,18.0,42.0,14.0,15.0,35.0,36.0,52.0,44.0,39.0,43.0,20.0,26.0,20.0,16.0,82.0,16.0,24.0,43.0
13.0,69.0,48.0,47.0,48.0,50.0,143.0,47.0,50.0,58.0,55.0,49.0,100.0,63.0,219.0,182.0,33.0,58.0,38.0,34.0,28.0,30.0,28.0,34.0,82.0,60.0,37.0,39.0,49.0,48.0,33.0,204.0,41.0,133.0,44.0,35.0,37.0,73.0,22.0,40.0,32.0,32.0,40.0,68.0,33.0,32.0,21.0,13.0,36.0,37.0,39.0,12.0,30.0,246.0,11.0,25.0,20.0,26.0,23.0,11.0,51.0,164.0,41.0,223.0,32.0,46.0,31.0,24.0,18.0,30.0,36.0,20.0,46.0,44.0,68.0,26.0,34.0,29.0,23.0,17.0,40.0,14.0,12.0,33.0,37.0,52.0,44.0,37.0,42.0,18.0,24.0,18.0,15.0,86.0,16.0,23.0,40.0
13.25,68.0,50.0,48.0,46.0,50.0,143.0,48.0,52.0,58.0,55.0,50.0,99.0,62.0,220.0,186.0,33.0,59.0,38.0,35.0,27.0,32.0,29.0,35.0,83.0,60.0,38.0,42.0,50.0,50.0,35.0,208.0,43.0,136.0,45.0,37.0,39.0,72.0,22.0,41.0,32.0,32.0,41.0,69.0,36.0,33.0,22.0,13.0,37.0,37.0,43.0,11.0,31.0,247.0,11.0,28.0,22.0,27.0,25.0,11.0,52.0,168.0,43.0,224.0,34.0,48.0,32.0,25.0,20.0,32.0,39.0,19.0,47.0,42.0,70.0,30.0,33.0,32.0,24.0,17.0,42.0,12.0,14.0,36.0,38.0,53.0,44.0,37.0,41.0,22.0,22.0,18.0,16.0,90.0,16.0,23.0,43.0
13.5,68.0,52.0,49.0,49.0,53.0,145.0,47.0,51.0,58.0,55.0,51.0,102.0,63.0,220.0,189.0,35.0,58.0,38.0,35.0,29.0,31.0,29.0,37.0,84.0,61.0,39.0,42.0,49.0,49.0,34.0,209.0,42.0,137.0,47.0,37.0,38.0,73.0,25.0,40.0,34.0,34.0,41.0,67.0,37.0,33.0,22.0,14.0,38.0,36.0,41.0,13.0,32.0,248.0,11.0,26.0,22.0,25.0,26.0,11.0,51.0,170.0,43.0,224.0,34.0,47.0,32.0,24.0,19.0,32.0,39.0,21.0,49.0,45.0,74.0,29.0,34.0,34.0,26.0,17.0,43.0,15.0,16.0,35.0,38.0,51.0,45.0,37.0,42.0,20.0,24.0,21.0,16.0,91.0,17.0,22.0,40.0
13.75,67.0,47.0,45.0,47.0,50.0,142.0,45.0,49.0,57.0,53.0,49.0,100.0,60.0,221.0,189.0,32.0,57.0,37.0,34.0,29.0,29.0,29.0,34.0,84.0,57.0,36.0,39.0,48.0,46.0,35.0,209.0,43.0,140.0,44.0,36.0,38.0,70.0,22.0,38.0,29.0,31.0,41.0,67.0,34.0,31.0,21.0,12.0,35.0,34.0,40.0,11.0,32.0,249.0,11.0,24.0,20.0,24.0,24.0,11.0,49.0,173.0,41.0,224.0,32.0,43.0,29.0,25.0,18.0,30.0,37.0,20.0,47.0,43.0,75.0,27.0,33.0,31.0,23.0,17.0,41.0,14.0,15.0,35.0,36.0,48.0,43.0,36.0,38.0,19.0,21.0,21.0,15.0,96.0,17.0,23.0,41.0
14.0,69.0,51.0,49.0,49.0,52.0,145.0,47.0,53.0,58.0,55.0,50.0,103.0,62.0,223.0,193.0,35.0,60.0,39.0,37.0,29.0,32.0,28.0,36.0,83.0,60.0,40.0,42.0,50.0,50.0,35.0,213.0,42.0,144.0,45.0,35.0,41.0,71.0,24.0,40.0,31.0,32.0,42.0,67.0,38.0,32.0,24.0,13.0,37.0,38.0,42.0,11.0,32.0,251.0,11.0,27.0,22.0,27.0,24.0,11.0,51.0,180.0,43.0,226.0,32.0,48.0,33.0,24.0,20.0,33.0,38.0,21.0,47.0,43.0,77.0,30.0,35.0,34.0,24.0,18.0,43.0,16.0,15.0,35.0,37.0,52.0,45.0,36.0,41.0,22.0,25.0,20.0,17.0,100.0,18.0,22.0,42.0
14.25,69.0,50.0,49.0,50.0,50.0,145.0,49.0,52.0,59.0,55.0,50.0,101.0,63.0,225.0,194.0,34.0,61.0,39.0,37.0,31.0,33.0,29.0,35.0,82.0,61.0,38.0,44.0,51.0,50.0,35.0,214.0,42.0,146.0,46.0,38.0,41.0,74.0,21.0,40.0,35.0,33.0,43.0,70.0,36.0,32.0,23.0,13.0,37.0,39.0,44.0,12.0,32.0,253.0,11.0,26.0,21.0,27.0,26.0,11.0,53.0,182.0,42.0,229.0,35.0,48.0,32.0,25.0,20.0,32.0,40.0,19.0,48.0,44.0,80.0,30.0,36.0,34.0,26.0,19.0,44.0,13.0,16.0,35.0,38.0,51.0,44.0,38.0,41.0,21.0,24.0,22.0,14.0,103.0,17.0,22.0,44.0
14.5,69.0,50.0,48.0,49.0,52.0,145.0,49.0,49.0,58.0,55.0,51.0,101.0,62.0,225.0,197.0,36.0,60.0,39.0,36.0,30.0,32.0,28.0,33.0,84.0,62.0,38.0,41.0,50.0,51.0,35.0,216.0,43.0,148.0,46.0,37.0,41.0,74.0,24.0,42.0,32.0,33.0,40.0,70.0,36.0,31.0,22.0,13.0,37.0,40.0,43.0,13.0,34.0,253.0,11.0,25.0,21.0,28.0,25.0,11.0,53.0,187.0,44.0,230.0,35.0,47.0,31.0,24.0,21.0,31.0,40.0,20.0,47.0,47.0,82.0,28.0,36.0,33.0,25.0,18.0,44.0,13.0,15.0,34.0,38.0,52.0,45.0,37.0,45.0,20.0,24.0,22.0,15.0,107.0,18.0,23.0,41.0
14.75,69.0,54.0,48.0,49.0,50.0,146.0,49.0,51.0,57.0,55.0,50.0,101.0,63.0,224.0,199.0,33.0,62.0,35.0,36.0,29.0,30.0,27.0,35.0,83.0,62.0,39.0,41.0,50.0,50.0,33.0,215.0,43.0,151.0,46.0,36.0,39.0,75.0,23.0,41.0,32.0,32.0,41.0,69.0,34.0,30.0,22.0,11.0,37.0,36.0,41.0,12.0,34.0,252.0,11.0,25.0,21.0,26.0,26.0,11.0,51.0,188.0,44.0,229.0,35.0,47.0,30.0,26.0,20.0,31.0,39.0,19.0,49.0,45.0,86.0,28.0,34.0,33.0,25.0,17.0,43.0,13.0,15.0,33.0,35.0,51.0,43.0,39.0,42.0,23.0,23.0,21.0,16.0,111.0,17.0,21.0,43.0
15.0,69.0,51.0,48.0,50.0,53.0,146.0,49.0,53.0,58.0,54.0,51.0,104.0,62.0,229.0,201.0,35.0,60.0,37.0,37.0,29.0,33.0,28.0,37.0,84.0,59.0,41.0,42.0,50.0,52.0,36.0,218.0,43.0,156.0,45.0,36.0,41.0,74.0,24.0,42.0,33.0,33.0,42.0,69.0,37.0,32.0,21.0,14.0,38.0,38.0,45.0,12.0,33.0,257.0,12.0,27.0,21.0,27.0,26.0,11.0,52.0,195.0,45.0,230.0,35.0,49.0,32.0,26.0,21.0,31.0,41.0,21.0,47.0,46.0,86.0,31.0,37.0,33.0,25.0,20.0,43.0,15.0,16.0,35.0,37.0,52.0,45.0,38.0,43.0,23.0,25.0,21.0,16.0,116.0,19.0,25.0,43.0
15.25,70.0,52.0,49.0,51.0,52.0,147.0,51.0,54.0,58.0,56.0,53.0,102.0,63.0,227.0,204.0,35.0,62.0,37.0,37.0,29.0,31.0,31.0,37.0,85.0,60.0,40.0,42.0,52.0,52.0,36.0,220.0,43.0,158.0,47.0,38.0,42.0,76.0,22.0,43.0,35.0,34.0,43.0,70.0,35.0,31.0,24.0,13.0,38.0,39.0,43.0,13.0,32.0,256.0,11.0,25.0,20.0,26.0,27.0,11.0,54.0,197.0,43.0,232.0,36.0,48.0,33.0,24.0,21.0,32.0,40.0,21.0,50.0,45.0,87.0,31.0,34.0,35.0,25.0,17.0,46.0,13.0,16.0,37.0,38.0,52.0,46.0,39.0,44.0,23.0,26.0,21.0,16.0,118.0,18.0,24.0,42.0
15.5,69.0,50.0,47.0,48.0,50.0,146.0,48.0,52.0,56.0,55.0,50.0,102.0,61.0,230.0,203.0,35.0,60.0,36.0,35.0,29.0,32.0,28.0,35.0,83.0,59.0,38.0,40.0,49.0,49.0,35.0,220.0,42.0,158.0,44.0,34.0,39.0,74.0,23.0,39.0,33.0,31.0,39.0,69.0,37.0,31.0,22.0,12.0,36.0,38.0,42.0,12.0,31.0,257.0,11.0,25.0,22.0,24.0,24.0,11.0,49.0,200.0,43.0,232.0,34.0,46.0,32.0,24.0,17.0,29.0,36.0,20.0,45.0,44.0,87.0,29.0,33.0,32.0,21.0,18.0,43.0,13.0,13.0,32.0,37.0,49.0,43.0,34.0,41.0,20.0,24.0,19.0,13.0,121.0,16.0,22.0,43.0
15.75,70.0,49.0,48.0,49.0,51.0,146.0,48.0,52.0,58.0,54.0,49.0,103.0,61.0,230.0,207.0,36.0,62.0,38.0,36.0,30.0,33.0,29.0,36.0,81.0,59.0,39.0,42.0,51.0,51.0,33.0,220.0,41.0,159.0,48.0,38.0,40.0,77.0,23.0,42.0,32.0,32.0,42.0,69.0,36.0,31.0,23.0,13.0,37.0,38.0,42.0,13.0,33.0,257.0,11.0,26.0,22.0,26.0,26.0,11.0,53.0,201.0,42.0,233.0,34.0,45.0,31.0,26.0,20.0,31.0,39.0,19.0,47.0,43.0,90.0,27.0,34.0,34.0,24.0,18.0,45.0,14.0,16.0,37.0,37.0,49.0,43.0,37.0,41.0,22.0,24.0,20.0,15.0,124.0,19.0,23.0,41.0
16.0,70.0,52.0,51.0,51.0,53.0,147.0,50.0,55.0,59.0,57.0,52.0,106.0,64.0,233.0,209.0,39.0,67.0,38.0,39.0,31.0,34.0,30.0,37.0,85.0,63.0,42.0,44.0,53.0,55.0,36.0,223.0,42.0,164.0,47.0,36.0,42.0,77.0,25.0,45.0,34.0,34.0,44.0,72.0,38.0,31.0,25.0,16.0,37.0,40.0,45.0,14.0,34.0,259.0,14.0,28.0,21.0,27.0,27.0,11.0,51.0,207.0,46.0,235.0,35.0,49.0,33.0,27.0,21.0,33.0,44.0,21.0,50.0,47.0,96.0,31.0,37.0,36.0,26.0,19.0,46.0,15.0,18.0,36.0,40.0,54.0,46.0,38.0,45.0,22.0,27.0,22.0,15.0,129.0,19.0,25.0,44.0
16.25,69.0,52.0,49.0,48.0,52.0,145.0,49.0,52.0,61.0,56.0,51.0,105.0,64.0,232.0,210.0,34.0,67.0,39.0,37.0,30.0,33.0,29.0,36.0,83.0,58.0,40.0,43.0,50.0,51.0,36.0,222.0,43.0,166.0,45.0,36.0,41.0,77.0,23.0,42.0,33.0,33.0,45.0,70.0,37.0,32.0,24.0,13.0,36.0,38.0,43.0,14.0,34.0,259.0,11.0,28.0,22.0,27.0,25.0,11.0,53.0,209.0,43.0,234.0,36.0,47.0,30.0,27.0,19.0,32.0,40.0,20.0,48.0,44.0,95.0,29.0,35.0,34.0,25.0,17.0,44.0,15.0,17.0,34.0,38.0,53.0,44.0,36.0,43.0,22.0,26.0,21.0,15.0,134.0,18.0,24.0,42.0
16.5,68.0,49.0,47.0,49.0,50.0,144.0,50.0,53.0,57.0,55.0,50.0,104.0,60.0,231.0,210.0,35.0,67.0,38.0,35.0,28.0,31.0,27.0,34.0,85.0,60.0,38.0,40.0,48.0,52.0,35.0,225.0,42.0,167.0,44.0,36.0,40.0,76.0,23.0,40.0,32.0,29.0,40.0,68.0,36.0,30.0,22.0,11.0,37.0,37.0,43.0,11.0,31.0,259.0,11.0,25.0,18.0,25.0,27.0,11.0,51.0,214.0,42.0,238.0,36.0,47.0,30.0,24.0,19.0,31.0,38.0,19.0,48.0,45.0,95.0,27.0,34.0,33.0,22.0,16.0,45.0,14.0,14.0,33.0,34.0,51.0,42.0,36.0,42.0,19.0,24.0,21.0,13.0,138.0,17.0,23.0,43.0
