Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-8961_Escherichia coli__2_37_PMX_438_3#1#2019_A_12B_23.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,55.0,42.0,44.0,50.0,52.0,148.0,39.0,63.0,51.0,58.0,54.0,95.0,226.0,142.0,76.0,37.0,57.0,29.0,31.0,31.0,34.0,20.0,34.0,114.0,58.0,30.0,41.0,43.0,49.0,39.0,189.0,28.0,193.0,45.0,34.0,48.0,216.0,24.0,35.0,30.0,28.0,46.0,71.0,35.0,17.0,25.0,17.0,31.0,41.0,26.0,21.0,23.0,232.0,11.0,18.0,19.0,111.0,15.0,11.0,54.0,263.0,33.0,184.0,22.0,39.0,33.0,24.0,20.0,40.0,39.0,22.0,45.0,34.0,49.0,19.0,21.0,32.0,15.0,11.0,34.0,12.0,12.0,32.0,37.0,50.0,31.0,29.0,18.0,25.0,11.0,23.0,24.0,126.0,15.0,28.0,50.0
16.75,55.0,42.0,48.0,50.0,50.0,149.0,36.0,61.0,49.0,58.0,53.0,96.0,229.0,142.0,81.0,38.0,58.0,30.0,30.0,31.0,34.0,22.0,32.0,112.0,58.0,29.0,42.0,42.0,50.0,38.0,192.0,28.0,198.0,46.0,34.0,50.0,218.0,25.0,37.0,32.0,25.0,45.0,72.0,36.0,18.0,24.0,16.0,32.0,40.0,28.0,21.0,22.0,232.0,11.0,19.0,17.0,111.0,11.0,11.0,52.0,265.0,33.0,183.0,23.0,38.0,32.0,24.0,19.0,38.0,38.0,20.0,44.0,34.0,47.0,19.0,20.0,33.0,11.0,11.0,32.0,11.0,11.0,31.0,36.0,50.0,31.0,30.0,20.0,23.0,11.0,25.0,22.0,127.0,13.0,28.0,48.0
17.0,58.0,43.0,45.0,49.0,52.0,149.0,39.0,62.0,52.0,61.0,55.0,99.0,231.0,144.0,84.0,41.0,59.0,32.0,31.0,33.0,35.0,24.0,36.0,114.0,60.0,31.0,43.0,45.0,51.0,40.0,194.0,29.0,200.0,47.0,35.0,52.0,220.0,29.0,36.0,34.0,28.0,47.0,73.0,36.0,18.0,27.0,17.0,35.0,41.0,29.0,24.0,26.0,235.0,11.0,21.0,20.0,113.0,14.0,11.0,53.0,267.0,35.0,187.0,24.0,39.0,34.0,25.0,21.0,40.0,39.0,22.0,44.0,34.0,48.0,22.0,23.0,32.0,14.0,11.0,34.0,13.0,12.0,33.0,40.0,49.0,31.0,31.0,21.0,26.0,11.0,24.0,23.0,133.0,18.0,30.0,50.0
17.25,57.0,39.0,48.0,49.0,52.0,147.0,37.0,62.0,53.0,59.0,56.0,98.0,231.0,147.0,83.0,39.0,58.0,32.0,32.0,32.0,34.0,23.0,33.0,115.0,60.0,31.0,42.0,46.0,51.0,39.0,197.0,30.0,201.0,46.0,34.0,50.0,223.0,26.0,37.0,31.0,27.0,46.0,71.0,38.0,18.0,26.0,16.0,34.0,44.0,30.0,24.0,25.0,234.0,11.0,22.0,19.0,118.0,17.0,11.0,54.0,270.0,35.0,189.0,24.0,40.0,33.0,25.0,21.0,40.0,39.0,21.0,45.0,34.0,50.0,21.0,22.0,34.0,14.0,11.0,36.0,12.0,14.0,32.0,38.0,52.0,33.0,30.0,20.0,24.0,11.0,24.0,25.0,134.0,16.0,26.0,51.0
17.5,59.0,44.0,48.0,51.0,52.0,149.0,39.0,64.0,53.0,62.0,55.0,99.0,234.0,148.0,87.0,41.0,60.0,31.0,33.0,34.0,37.0,23.0,36.0,114.0,61.0,34.0,42.0,45.0,51.0,39.0,198.0,30.0,204.0,47.0,36.0,51.0,225.0,29.0,37.0,35.0,27.0,48.0,72.0,36.0,18.0,26.0,17.0,35.0,41.0,27.0,24.0,27.0,236.0,11.0,21.0,20.0,122.0,15.0,11.0,53.0,273.0,35.0,191.0,24.0,41.0,33.0,26.0,22.0,41.0,40.0,23.0,47.0,34.0,52.0,20.0,23.0,33.0,14.0,13.0,34.0,12.0,12.0,34.0,39.0,52.0,32.0,32.0,21.0,24.0,11.0,23.0,23.0,138.0,17.0,30.0,51.0
17.75,58.0,43.0,46.0,51.0,52.0,147.0,37.0,63.0,49.0,60.0,55.0,98.0,235.0,150.0,88.0,40.0,59.0,28.0,31.0,32.0,35.0,21.0,35.0,114.0,59.0,31.0,42.0,45.0,51.0,39.0,199.0,31.0,205.0,44.0,36.0,52.0,225.0,26.0,37.0,34.0,27.0,48.0,69.0,38.0,18.0,24.0,16.0,32.0,40.0,28.0,23.0,23.0,237.0,11.0,19.0,18.0,120.0,13.0,11.0,53.0,274.0,35.0,191.0,24.0,41.0,32.0,23.0,20.0,40.0,38.0,20.0,45.0,34.0,49.0,19.0,21.0,31.0,11.0,11.0,34.0,12.0,14.0,32.0,37.0,50.0,31.0,30.0,19.0,25.0,11.0,23.0,22.0,139.0,16.0,28.0,51.0
18.0,56.0,42.0,46.0,49.0,50.0,145.0,37.0,61.0,51.0,59.0,52.0,98.0,234.0,151.0,87.0,36.0,58.0,29.0,30.0,31.0,32.0,21.0,32.0,113.0,59.0,29.0,40.0,44.0,47.0,37.0,202.0,28.0,206.0,45.0,32.0,50.0,226.0,24.0,34.0,31.0,26.0,47.0,68.0,35.0,17.0,24.0,11.0,32.0,42.0,26.0,19.0,22.0,237.0,11.0,18.0,18.0,124.0,14.0,11.0,53.0,275.0,33.0,192.0,23.0,38.0,30.0,25.0,19.0,37.0,37.0,20.0,44.0,32.0,48.0,19.0,21.0,30.0,11.0,11.0,35.0,11.0,11.0,31.0,37.0,50.0,30.0,30.0,17.0,22.0,11.0,21.0,23.0,139.0,14.0,27.0,50.0
18.25,57.0,44.0,48.0,50.0,51.0,149.0,37.0,64.0,51.0,59.0,54.0,97.0,237.0,154.0,93.0,39.0,59.0,32.0,32.0,33.0,35.0,21.0,33.0,113.0,61.0,30.0,39.0,46.0,51.0,39.0,203.0,29.0,210.0,46.0,34.0,51.0,228.0,26.0,37.0,32.0,27.0,47.0,70.0,37.0,18.0,26.0,15.0,34.0,42.0,27.0,21.0,24.0,238.0,11.0,21.0,20.0,125.0,15.0,11.0,53.0,277.0,35.0,196.0,21.0,39.0,35.0,23.0,19.0,39.0,37.0,22.0,44.0,32.0,50.0,20.0,21.0,33.0,14.0,11.0,34.0,13.0,12.0,34.0,38.0,50.0,32.0,31.0,21.0,25.0,11.0,23.0,25.0,143.0,15.0,29.0,49.0
18.5,56.0,44.0,48.0,48.0,52.0,147.0,39.0,64.0,52.0,61.0,57.0,99.0,238.0,155.0,94.0,39.0,59.0,32.0,33.0,30.0,36.0,24.0,35.0,114.0,61.0,31.0,41.0,47.0,50.0,39.0,206.0,29.0,210.0,47.0,35.0,52.0,231.0,28.0,36.0,33.0,29.0,47.0,71.0,37.0,18.0,27.0,17.0,34.0,42.0,27.0,24.0,24.0,240.0,11.0,20.0,19.0,132.0,15.0,11.0,55.0,280.0,35.0,198.0,26.0,40.0,33.0,27.0,21.0,40.0,40.0,23.0,46.0,32.0,51.0,21.0,22.0,33.0,13.0,12.0,36.0,12.0,14.0,33.0,39.0,52.0,31.0,30.0,20.0,24.0,11.0,25.0,24.0,148.0,17.0,29.0,51.0
18.75,57.0,44.0,48.0,50.0,51.0,145.0,40.0,64.0,55.0,62.0,58.0,100.0,238.0,157.0,98.0,38.0,56.0,33.0,31.0,33.0,36.0,24.0,35.0,118.0,60.0,33.0,41.0,47.0,50.0,40.0,206.0,30.0,211.0,48.0,34.0,52.0,232.0,28.0,37.0,33.0,29.0,46.0,69.0,37.0,20.0,26.0,18.0,34.0,42.0,30.0,25.0,25.0,242.0,11.0,21.0,21.0,134.0,15.0,11.0,55.0,281.0,33.0,198.0,25.0,40.0,34.0,26.0,22.0,40.0,39.0,22.0,47.0,34.0,52.0,21.0,23.0,35.0,16.0,13.0,35.0,13.0,13.0,34.0,40.0,53.0,33.0,29.0,21.0,26.0,11.0,26.0,25.0,151.0,18.0,30.0,52.0
19.0,53.0,42.0,46.0,48.0,50.0,145.0,39.0,63.0,54.0,58.0,54.0,97.0,239.0,159.0,97.0,37.0,57.0,30.0,30.0,30.0,33.0,20.0,34.0,115.0,60.0,31.0,39.0,46.0,49.0,39.0,207.0,28.0,212.0,46.0,34.0,51.0,231.0,26.0,35.0,30.0,25.0,48.0,68.0,34.0,17.0,23.0,14.0,32.0,40.0,27.0,23.0,22.0,240.0,11.0,20.0,17.0,134.0,11.0,11.0,52.0,282.0,33.0,199.0,23.0,37.0,30.0,24.0,20.0,38.0,37.0,20.0,44.0,30.0,48.0,19.0,22.0,34.0,11.0,11.0,30.0,11.0,11.0,33.0,36.0,52.0,31.0,30.0,19.0,25.0,11.0,24.0,22.0,150.0,13.0,26.0,50.0
19.25,54.0,40.0,46.0,49.0,49.0,146.0,38.0,62.0,52.0,59.0,55.0,98.0,239.0,160.0,99.0,39.0,57.0,33.0,30.0,32.0,35.0,22.0,33.0,116.0,60.0,32.0,38.0,44.0,49.0,40.0,210.0,28.0,214.0,48.0,33.0,51.0,234.0,27.0,35.0,31.0,29.0,47.0,66.0,35.0,17.0,25.0,15.0,34.0,44.0,29.0,22.0,25.0,242.0,11.0,20.0,19.0,138.0,14.0,11.0,55.0,282.0,34.0,201.0,23.0,38.0,31.0,26.0,21.0,40.0,40.0,21.0,45.0,32.0,50.0,20.0,24.0,34.0,14.0,12.0,35.0,12.0,15.0,33.0,38.0,52.0,30.0,30.0,19.0,23.0,11.0,24.0,24.0,153.0,15.0,30.0,50.0
19.5,58.0,44.0,46.0,48.0,50.0,146.0,38.0,66.0,53.0,61.0,56.0,99.0,241.0,160.0,104.0,39.0,56.0,30.0,30.0,33.0,33.0,21.0,34.0,114.0,59.0,31.0,39.0,46.0,51.0,39.0,209.0,31.0,214.0,48.0,33.0,48.0,234.0,26.0,33.0,32.0,27.0,46.0,67.0,36.0,19.0,26.0,15.0,33.0,40.0,29.0,22.0,25.0,243.0,11.0,21.0,19.0,141.0,13.0,11.0,55.0,285.0,34.0,202.0,23.0,39.0,31.0,26.0,21.0,38.0,40.0,20.0,46.0,32.0,50.0,17.0,21.0,31.0,12.0,11.0,33.0,13.0,12.0,33.0,38.0,51.0,33.0,30.0,21.0,23.0,11.0,24.0,25.0,155.0,16.0,28.0,52.0
19.75,55.0,42.0,46.0,48.0,50.0,144.0,38.0,62.0,53.0,61.0,54.0,99.0,242.0,162.0,107.0,36.0,56.0,31.0,28.0,31.0,34.0,22.0,34.0,115.0,60.0,32.0,39.0,44.0,48.0,39.0,213.0,29.0,217.0,46.0,32.0,49.0,236.0,24.0,34.0,30.0,26.0,47.0,64.0,35.0,15.0,24.0,15.0,33.0,43.0,26.0,21.0,23.0,244.0,11.0,17.0,17.0,143.0,13.0,11.0,53.0,286.0,34.0,204.0,23.0,39.0,30.0,24.0,19.0,38.0,40.0,21.0,43.0,32.0,49.0,20.0,21.0,33.0,11.0,11.0,32.0,12.0,13.0,32.0,36.0,52.0,32.0,31.0,19.0,26.0,11.0,24.0,25.0,156.0,14.0,27.0,51.0
20.0,56.0,43.0,48.0,49.0,51.0,147.0,38.0,63.0,53.0,60.0,55.0,97.0,245.0,164.0,109.0,37.0,57.0,31.0,31.0,32.0,34.0,21.0,35.0,116.0,62.0,31.0,41.0,46.0,50.0,42.0,214.0,28.0,217.0,46.0,34.0,51.0,237.0,27.0,36.0,31.0,26.0,47.0,68.0,37.0,18.0,26.0,15.0,33.0,42.0,29.0,24.0,24.0,245.0,11.0,20.0,18.0,145.0,12.0,11.0,54.0,287.0,34.0,206.0,24.0,41.0,33.0,25.0,20.0,40.0,38.0,22.0,44.0,34.0,50.0,19.0,23.0,34.0,15.0,11.0,35.0,12.0,13.0,33.0,38.0,53.0,32.0,30.0,18.0,24.0,11.0,25.0,23.0,160.0,17.0,29.0,50.0
20.25,58.0,44.0,48.0,50.0,51.0,145.0,36.0,63.0,50.0,58.0,56.0,100.0,243.0,167.0,112.0,38.0,58.0,30.0,32.0,32.0,34.0,21.0,31.0,114.0,65.0,32.0,43.0,47.0,50.0,42.0,218.0,29.0,220.0,48.0,34.0,49.0,239.0,28.0,38.0,31.0,29.0,50.0,68.0,38.0,17.0,23.0,14.0,34.0,43.0,29.0,23.0,26.0,243.0,11.0,19.0,18.0,145.0,13.0,11.0,54.0,288.0,34.0,208.0,25.0,39.0,32.0,26.0,19.0,40.0,38.0,22.0,44.0,35.0,51.0,20.0,21.0,33.0,13.0,11.0,36.0,13.0,12.0,31.0,37.0,52.0,33.0,30.0,21.0,23.0,11.0,23.0,23.0,160.0,16.0,28.0,50.0
20.5,59.0,47.0,48.0,53.0,52.0,150.0,36.0,65.0,51.0,59.0,55.0,99.0,248.0,168.0,116.0,41.0,60.0,32.0,33.0,34.0,36.0,21.0,34.0,114.0,66.0,32.0,42.0,48.0,52.0,40.0,217.0,31.0,222.0,48.0,35.0,52.0,240.0,29.0,38.0,32.0,29.0,50.0,69.0,38.0,20.0,27.0,16.0,34.0,43.0,29.0,22.0,23.0,245.0,11.0,21.0,21.0,146.0,13.0,11.0,53.0,289.0,36.0,208.0,24.0,40.0,34.0,26.0,20.0,39.0,41.0,21.0,44.0,36.0,48.0,22.0,21.0,34.0,13.0,11.0,34.0,14.0,11.0,32.0,39.0,50.0,33.0,31.0,22.0,27.0,11.0,23.0,24.0,163.0,18.0,30.0,50.0
20.75,56.0,43.0,44.0,48.0,49.0,145.0,34.0,62.0,52.0,59.0,54.0,98.0,245.0,168.0,118.0,38.0,55.0,31.0,31.0,31.0,35.0,22.0,33.0,114.0,65.0,30.0,40.0,46.0,47.0,40.0,219.0,28.0,222.0,45.0,33.0,48.0,240.0,27.0,33.0,32.0,26.0,47.0,66.0,36.0,17.0,26.0,15.0,31.0,41.0,29.0,22.0,23.0,246.0,11.0,19.0,19.0,152.0,14.0,11.0,54.0,290.0,33.0,209.0,23.0,41.0,32.0,26.0,20.0,39.0,41.0,21.0,43.0,31.0,50.0,19.0,21.0,32.0,12.0,11.0,33.0,11.0,14.0,33.0,39.0,51.0,31.0,32.0,20.0,23.0,11.0,23.0,22.0,166.0,16.0,28.0,52.0
21.0,59.0,45.0,49.0,52.0,52.0,148.0,36.0,64.0,53.0,59.0,55.0,98.0,250.0,170.0,123.0,43.0,58.0,32.0,33.0,32.0,36.0,21.0,34.0,115.0,72.0,33.0,40.0,48.0,50.0,39.0,221.0,29.0,226.0,47.0,33.0,50.0,242.0,29.0,40.0,33.0,28.0,50.0,70.0,36.0,17.0,26.0,16.0,34.0,43.0,30.0,25.0,25.0,246.0,11.0,21.0,20.0,151.0,14.0,11.0,52.0,291.0,33.0,212.0,25.0,40.0,32.0,25.0,20.0,41.0,40.0,23.0,45.0,36.0,51.0,19.0,21.0,33.0,13.0,11.0,35.0,13.0,12.0,34.0,36.0,50.0,32.0,32.0,21.0,23.0,11.0,23.0,22.0,167.0,18.0,31.0,52.0
21.25,54.0,40.0,47.0,46.0,47.0,142.0,35.0,60.0,51.0,60.0,53.0,97.0,246.0,168.0,121.0,36.0,55.0,28.0,29.0,29.0,32.0,20.0,33.0,113.0,66.0,30.0,36.0,44.0,47.0,38.0,222.0,26.0,224.0,46.0,32.0,48.0,242.0,25.0,33.0,28.0,26.0,44.0,63.0,34.0,17.0,24.0,14.0,31.0,41.0,28.0,20.0,21.0,247.0,11.0,19.0,17.0,155.0,13.0,11.0,53.0,292.0,31.0,212.0,22.0,37.0,31.0,23.0,19.0,38.0,37.0,19.0,42.0,30.0,49.0,16.0,19.0,30.0,12.0,11.0,34.0,11.0,12.0,32.0,36.0,47.0,28.0,26.0,18.0,21.0,11.0,22.0,21.0,169.0,13.0,27.0,50.0
21.5,57.0,45.0,47.0,50.0,53.0,146.0,37.0,63.0,52.0,60.0,55.0,100.0,250.0,175.0,129.0,40.0,59.0,31.0,32.0,31.0,35.0,18.0,33.0,114.0,74.0,32.0,41.0,46.0,49.0,41.0,224.0,30.0,225.0,46.0,33.0,51.0,244.0,27.0,37.0,34.0,28.0,48.0,67.0,36.0,19.0,25.0,14.0,30.0,43.0,29.0,23.0,23.0,249.0,11.0,21.0,20.0,156.0,12.0,11.0,55.0,294.0,34.0,214.0,26.0,40.0,31.0,24.0,20.0,40.0,39.0,21.0,43.0,34.0,48.0,20.0,22.0,34.0,12.0,11.0,33.0,12.0,12.0,33.0,37.0,50.0,31.0,31.0,18.0,23.0,11.0,25.0,22.0,172.0,16.0,31.0,50.0
21.75,56.0,43.0,47.0,50.0,51.0,146.0,38.0,64.0,54.0,60.0,55.0,102.0,249.0,174.0,128.0,40.0,58.0,32.0,31.0,34.0,36.0,21.0,34.0,114.0,72.0,30.0,39.0,46.0,49.0,41.0,225.0,29.0,226.0,46.0,32.0,50.0,245.0,28.0,36.0,31.0,28.0,47.0,66.0,38.0,18.0,26.0,15.0,35.0,43.0,29.0,24.0,25.0,249.0,11.0,22.0,21.0,161.0,13.0,11.0,54.0,294.0,33.0,215.0,25.0,41.0,32.0,25.0,21.0,38.0,41.0,22.0,43.0,31.0,48.0,20.0,23.0,34.0,12.0,11.0,37.0,12.0,14.0,33.0,38.0,52.0,30.0,31.0,24.0,23.0,11.0,25.0,25.0,178.0,16.0,31.0,51.0
22.0,55.0,43.0,47.0,48.0,50.0,144.0,36.0,63.0,53.0,61.0,54.0,100.0,251.0,175.0,131.0,36.0,57.0,32.0,31.0,31.0,37.0,22.0,34.0,116.0,75.0,30.0,39.0,46.0,48.0,39.0,226.0,29.0,226.0,46.0,33.0,50.0,245.0,27.0,34.0,32.0,27.0,48.0,63.0,37.0,19.0,25.0,15.0,34.0,43.0,28.0,21.0,25.0,249.0,11.0,20.0,20.0,163.0,12.0,11.0,54.0,294.0,32.0,216.0,22.0,38.0,31.0,23.0,21.0,38.0,40.0,22.0,43.0,32.0,50.0,17.0,21.0,33.0,13.0,12.0,34.0,12.0,14.0,32.0,38.0,50.0,30.0,29.0,19.0,23.0,11.0,25.0,23.0,179.0,19.0,31.0,51.0
22.25,56.0,47.0,49.0,52.0,52.0,149.0,35.0,64.0,52.0,59.0,55.0,99.0,252.0,178.0,136.0,40.0,59.0,33.0,33.0,32.0,37.0,19.0,34.0,113.0,85.0,31.0,41.0,47.0,52.0,39.0,229.0,30.0,228.0,46.0,33.0,52.0,245.0,29.0,37.0,35.0,30.0,50.0,67.0,39.0,17.0,27.0,17.0,33.0,45.0,29.0,25.0,24.0,249.0,11.0,20.0,18.0,160.0,13.0,11.0,52.0,297.0,34.0,219.0,26.0,40.0,34.0,26.0,20.0,39.0,42.0,22.0,43.0,36.0,51.0,20.0,24.0,33.0,13.0,12.0,32.0,13.0,13.0,32.0,37.0,52.0,31.0,31.0,23.0,24.0,11.0,25.0,23.0,181.0,17.0,32.0,51.0
22.5,61.0,49.0,51.0,53.0,55.0,150.0,38.0,66.0,52.0,61.0,56.0,100.0,255.0,180.0,142.0,44.0,60.0,34.0,34.0,34.0,38.0,22.0,34.0,112.0,92.0,33.0,42.0,48.0,54.0,44.0,231.0,33.0,230.0,49.0,35.0,53.0,247.0,29.0,39.0,38.0,29.0,52.0,70.0,38.0,18.0,28.0,16.0,35.0,46.0,30.0,26.0,26.0,252.0,11.0,23.0,21.0,163.0,14.0,11.0,54.0,298.0,36.0,220.0,27.0,43.0,34.0,28.0,22.0,42.0,41.0,24.0,43.0,36.0,52.0,21.0,22.0,36.0,15.0,11.0,34.0,13.0,14.0,32.0,38.0,53.0,34.0,33.0,23.0,25.0,11.0,26.0,25.0,186.0,19.0,32.0,52.0
22.75,60.0,47.0,48.0,53.0,55.0,149.0,38.0,63.0,54.0,62.0,54.0,102.0,253.0,181.0,144.0,41.0,59.0,34.0,31.0,35.0,38.0,21.0,34.0,115.0,93.0,32.0,39.0,51.0,53.0,42.0,232.0,31.0,231.0,47.0,34.0,52.0,249.0,30.0,38.0,34.0,29.0,49.0,67.0,37.0,18.0,26.0,15.0,34.0,46.0,29.0,23.0,26.0,252.0,11.0,23.0,20.0,168.0,14.0,11.0,54.0,299.0,34.0,223.0,25.0,43.0,32.0,25.0,21.0,39.0,43.0,22.0,44.0,36.0,50.0,20.0,23.0,35.0,13.0,11.0,34.0,12.0,13.0,32.0,36.0,52.0,31.0,31.0,20.0,22.0,11.0,25.0,23.0,191.0,15.0,30.0,51.0
23.0,57.0,48.0,50.0,51.0,53.0,149.0,35.0,63.0,53.0,58.0,56.0,100.0,255.0,182.0,147.0,40.0,59.0,32.0,34.0,33.0,39.0,19.0,33.0,112.0,99.0,30.0,42.0,48.0,53.0,43.0,233.0,31.0,234.0,47.0,35.0,52.0,249.0,30.0,39.0,36.0,29.0,50.0,70.0,36.0,18.0,25.0,14.0,33.0,44.0,31.0,24.0,26.0,252.0,11.0,20.0,21.0,168.0,16.0,11.0,54.0,298.0,34.0,221.0,24.0,41.0,34.0,25.0,20.0,40.0,40.0,22.0,42.0,35.0,53.0,21.0,22.0,34.0,12.0,12.0,34.0,11.0,13.0,33.0,35.0,52.0,35.0,32.0,22.0,23.0,11.0,22.0,24.0,193.0,15.0,30.0,49.0
23.25,58.0,42.0,48.0,49.0,52.0,146.0,34.0,61.0,51.0,58.0,52.0,98.0,254.0,179.0,146.0,38.0,56.0,30.0,31.0,32.0,35.0,22.0,34.0,114.0,98.0,27.0,38.0,47.0,48.0,40.0,232.0,29.0,233.0,46.0,34.0,49.0,250.0,25.0,35.0,32.0,27.0,48.0,65.0,37.0,19.0,25.0,14.0,32.0,42.0,32.0,22.0,24.0,254.0,11.0,21.0,19.0,170.0,12.0,11.0,53.0,298.0,33.0,222.0,24.0,40.0,30.0,24.0,21.0,40.0,40.0,21.0,41.0,33.0,52.0,18.0,20.0,32.0,12.0,11.0,35.0,11.0,12.0,33.0,37.0,50.0,29.0,29.0,18.0,21.0,11.0,24.0,23.0,197.0,16.0,29.0,51.0
23.5,57.0,45.0,48.0,49.0,51.0,147.0,35.0,61.0,52.0,61.0,52.0,99.0,256.0,183.0,152.0,40.0,59.0,32.0,30.0,32.0,37.0,22.0,33.0,112.0,101.0,30.0,38.0,48.0,51.0,40.0,235.0,29.0,235.0,47.0,34.0,53.0,252.0,29.0,35.0,32.0,28.0,48.0,68.0,37.0,16.0,24.0,16.0,32.0,43.0,32.0,24.0,25.0,254.0,11.0,20.0,20.0,173.0,13.0,11.0,54.0,297.0,33.0,226.0,23.0,41.0,32.0,25.0,22.0,39.0,39.0,21.0,41.0,32.0,51.0,19.0,22.0,33.0,13.0,11.0,32.0,13.0,11.0,33.0,36.0,50.0,32.0,30.0,19.0,23.0,11.0,25.0,22.0,199.0,16.0,30.0,50.0
23.75,56.0,45.0,48.0,48.0,50.0,145.0,34.0,60.0,53.0,59.0,54.0,98.0,255.0,182.0,153.0,38.0,53.0,30.0,30.0,31.0,36.0,19.0,32.0,113.0,101.0,31.0,36.0,46.0,47.0,40.0,235.0,29.0,235.0,44.0,33.0,48.0,253.0,28.0,32.0,30.0,26.0,46.0,62.0,36.0,17.0,24.0,14.0,32.0,44.0,28.0,22.0,21.0,252.0,11.0,21.0,19.0,175.0,12.0,11.0,51.0,298.0,33.0,224.0,23.0,39.0,31.0,24.0,20.0,39.0,39.0,22.0,41.0,30.0,51.0,19.0,21.0,33.0,12.0,11.0,34.0,12.0,12.0,32.0,36.0,51.0,32.0,30.0,20.0,23.0,11.0,25.0,23.0,204.0,15.0,29.0,49.0
24.0,57.0,48.0,50.0,50.0,53.0,148.0,34.0,62.0,53.0,61.0,54.0,100.0,258.0,187.0,157.0,40.0,61.0,32.0,33.0,33.0,36.0,22.0,33.0,113.0,111.0,32.0,39.0,46.0,51.0,43.0,238.0,31.0,239.0,47.0,34.0,50.0,254.0,30.0,36.0,35.0,29.0,50.0,64.0,38.0,17.0,26.0,15.0,33.0,43.0,31.0,23.0,24.0,254.0,11.0,22.0,21.0,176.0,16.0,11.0,54.0,299.0,34.0,228.0,25.0,40.0,31.0,26.0,22.0,39.0,41.0,22.0,42.0,33.0,53.0,21.0,23.0,35.0,14.0,12.0,35.0,15.0,14.0,33.0,38.0,52.0,33.0,30.0,20.0,23.0,11.0,25.0,25.0,206.0,18.0,30.0,52.0
24.25,54.0,45.0,47.0,48.0,51.0,143.0,35.0,58.0,51.0,57.0,53.0,97.0,256.0,186.0,158.0,37.0,55.0,29.0,32.0,32.0,34.0,20.0,31.0,113.0,111.0,28.0,36.0,45.0,48.0,40.0,237.0,29.0,236.0,44.0,33.0,48.0,254.0,27.0,33.0,32.0,27.0,46.0,62.0,36.0,16.0,24.0,13.0,32.0,41.0,30.0,21.0,22.0,253.0,11.0,21.0,18.0,179.0,12.0,11.0,53.0,301.0,33.0,228.0,22.0,40.0,30.0,24.0,19.0,38.0,38.0,20.0,41.0,30.0,51.0,18.0,21.0,34.0,11.0,11.0,33.0,11.0,12.0,31.0,35.0,51.0,28.0,30.0,21.0,23.0,11.0,25.0,20.0,209.0,15.0,29.0,50.0
24.5,57.0,47.0,49.0,49.0,52.0,143.0,35.0,59.0,51.0,58.0,55.0,99.0,256.0,188.0,161.0,39.0,57.0,32.0,33.0,33.0,40.0,21.0,34.0,113.0,115.0,31.0,37.0,47.0,48.0,42.0,239.0,30.0,239.0,47.0,34.0,50.0,258.0,29.0,35.0,32.0,30.0,48.0,63.0,37.0,19.0,26.0,14.0,33.0,44.0,34.0,25.0,25.0,255.0,11.0,20.0,21.0,181.0,16.0,11.0,53.0,301.0,33.0,228.0,27.0,41.0,31.0,26.0,22.0,41.0,40.0,23.0,41.0,33.0,53.0,21.0,24.0,35.0,14.0,12.0,36.0,13.0,15.0,34.0,38.0,52.0,32.0,32.0,22.0,24.0,11.0,27.0,25.0,214.0,19.0,33.0,53.0
24.75,59.0,49.0,50.0,51.0,51.0,148.0,35.0,60.0,48.0,59.0,53.0,100.0,260.0,188.0,166.0,39.0,59.0,32.0,31.0,33.0,37.0,20.0,31.0,112.0,123.0,30.0,38.0,48.0,49.0,41.0,241.0,30.0,241.0,47.0,33.0,48.0,259.0,30.0,38.0,33.0,28.0,50.0,65.0,36.0,17.0,24.0,14.0,31.0,43.0,30.0,22.0,24.0,256.0,11.0,20.0,22.0,181.0,13.0,11.0,52.0,301.0,34.0,229.0,25.0,40.0,31.0,26.0,22.0,40.0,40.0,20.0,40.0,34.0,50.0,20.0,22.0,35.0,13.0,11.0,35.0,11.0,12.0,30.0,37.0,52.0,32.0,31.0,22.0,24.0,11.0,24.0,23.0,215.0,17.0,27.0,49.0
25.0,58.0,47.0,48.0,50.0,53.0,146.0,35.0,58.0,53.0,59.0,55.0,100.0,259.0,189.0,167.0,40.0,58.0,32.0,33.0,34.0,37.0,21.0,34.0,113.0,123.0,31.0,37.0,47.0,47.0,44.0,240.0,30.0,241.0,48.0,34.0,48.0,258.0,28.0,34.0,31.0,28.0,47.0,62.0,38.0,19.0,26.0,16.0,34.0,46.0,30.0,23.0,24.0,255.0,11.0,20.0,21.0,186.0,15.0,11.0,54.0,302.0,33.0,230.0,25.0,41.0,30.0,25.0,21.0,40.0,41.0,22.0,41.0,33.0,52.0,20.0,23.0,35.0,14.0,11.0,35.0,13.0,14.0,33.0,37.0,54.0,33.0,31.0,21.0,25.0,11.0,24.0,24.0,218.0,18.0,33.0,52.0
