Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\02\_13-0358_Escherichia coli__2_37_PMX_438_2#25#2019_A_12B_23.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,66.0,45.0,57.0,54.0,52.0,179.0,37.0,58.0,58.0,59.0,67.0,102.0,58.0,214.0,87.0,35.0,49.0,27.0,30.0,27.0,38.0,21.0,33.0,212.0,59.0,32.0,41.0,52.0,48.0,23.0,225.0,27.0,195.0,38.0,35.0,47.0,79.0,22.0,36.0,21.0,27.0,46.0,89.0,30.0,26.0,22.0,16.0,33.0,38.0,24.0,15.0,29.0,241.0,13.0,19.0,19.0,39.0,13.0,11.0,57.0,189.0,36.0,235.0,24.0,44.0,33.0,26.0,12.0,25.0,36.0,23.0,52.0,31.0,53.0,25.0,27.0,43.0,22.0,14.0,38.0,15.0,18.0,35.0,39.0,50.0,31.0,36.0,24.0,25.0,11.0,25.0,19.0,171.0,32.0,31.0,48.0
16.75,69.0,47.0,56.0,56.0,53.0,181.0,39.0,59.0,59.0,59.0,69.0,103.0,57.0,216.0,90.0,36.0,49.0,28.0,30.0,28.0,38.0,22.0,37.0,212.0,62.0,34.0,40.0,54.0,49.0,23.0,226.0,28.0,198.0,39.0,34.0,50.0,81.0,24.0,36.0,22.0,29.0,49.0,88.0,28.0,28.0,24.0,19.0,33.0,40.0,26.0,14.0,32.0,244.0,11.0,18.0,20.0,39.0,15.0,11.0,60.0,196.0,37.0,237.0,24.0,45.0,32.0,26.0,14.0,26.0,36.0,26.0,52.0,33.0,54.0,25.0,28.0,44.0,22.0,15.0,38.0,16.0,16.0,38.0,41.0,52.0,32.0,36.0,26.0,28.0,11.0,25.0,19.0,174.0,32.0,34.0,47.0
17.0,64.0,40.0,56.0,49.0,49.0,174.0,39.0,57.0,60.0,56.0,68.0,99.0,54.0,215.0,92.0,33.0,49.0,25.0,27.0,24.0,34.0,22.0,35.0,210.0,55.0,33.0,40.0,52.0,46.0,21.0,227.0,27.0,200.0,37.0,33.0,45.0,80.0,21.0,33.0,18.0,28.0,45.0,84.0,25.0,25.0,22.0,17.0,31.0,40.0,25.0,13.0,29.0,244.0,11.0,16.0,16.0,41.0,13.0,11.0,57.0,197.0,37.0,239.0,25.0,43.0,30.0,26.0,12.0,24.0,37.0,21.0,50.0,30.0,52.0,23.0,27.0,45.0,21.0,16.0,38.0,15.0,16.0,34.0,42.0,54.0,31.0,35.0,25.0,26.0,11.0,26.0,20.0,176.0,32.0,32.0,46.0
17.25,64.0,41.0,53.0,50.0,48.0,174.0,38.0,59.0,58.0,54.0,67.0,100.0,54.0,216.0,94.0,33.0,49.0,25.0,27.0,24.0,35.0,20.0,32.0,210.0,56.0,31.0,39.0,51.0,45.0,21.0,227.0,25.0,201.0,38.0,32.0,47.0,78.0,21.0,33.0,18.0,27.0,44.0,82.0,24.0,24.0,22.0,15.0,32.0,39.0,24.0,12.0,26.0,245.0,11.0,17.0,17.0,39.0,13.0,11.0,56.0,199.0,35.0,237.0,22.0,43.0,29.0,22.0,11.0,23.0,35.0,21.0,51.0,30.0,51.0,23.0,24.0,45.0,21.0,13.0,36.0,13.0,16.0,34.0,39.0,52.0,28.0,34.0,24.0,24.0,11.0,25.0,17.0,180.0,32.0,32.0,46.0
17.5,63.0,42.0,52.0,49.0,49.0,175.0,39.0,56.0,58.0,55.0,66.0,99.0,53.0,216.0,95.0,33.0,48.0,24.0,27.0,25.0,36.0,23.0,34.0,213.0,54.0,31.0,37.0,53.0,43.0,21.0,227.0,25.0,202.0,36.0,32.0,47.0,77.0,21.0,33.0,18.0,28.0,46.0,81.0,25.0,26.0,23.0,17.0,30.0,40.0,23.0,12.0,28.0,244.0,11.0,16.0,17.0,39.0,14.0,11.0,57.0,202.0,34.0,239.0,24.0,41.0,31.0,25.0,12.0,23.0,34.0,21.0,49.0,30.0,50.0,24.0,26.0,45.0,22.0,15.0,39.0,15.0,13.0,34.0,39.0,50.0,28.0,33.0,23.0,25.0,11.0,25.0,20.0,182.0,30.0,32.0,46.0
17.75,63.0,40.0,52.0,51.0,51.0,175.0,38.0,57.0,59.0,55.0,68.0,100.0,54.0,216.0,99.0,33.0,49.0,24.0,29.0,26.0,36.0,20.0,34.0,212.0,55.0,32.0,39.0,52.0,45.0,20.0,229.0,25.0,204.0,36.0,32.0,47.0,79.0,22.0,32.0,19.0,29.0,46.0,81.0,24.0,25.0,22.0,14.0,32.0,40.0,24.0,14.0,28.0,246.0,11.0,16.0,17.0,42.0,11.0,11.0,56.0,205.0,36.0,241.0,23.0,44.0,30.0,25.0,13.0,24.0,36.0,23.0,49.0,31.0,50.0,24.0,28.0,45.0,20.0,14.0,37.0,14.0,15.0,33.0,42.0,52.0,28.0,33.0,22.0,25.0,11.0,25.0,19.0,186.0,34.0,29.0,48.0
18.0,66.0,44.0,55.0,55.0,52.0,179.0,36.0,59.0,60.0,58.0,70.0,103.0,56.0,220.0,100.0,34.0,50.0,26.0,29.0,27.0,36.0,24.0,35.0,212.0,57.0,34.0,41.0,54.0,47.0,22.0,230.0,27.0,207.0,40.0,34.0,48.0,78.0,21.0,36.0,21.0,29.0,45.0,85.0,28.0,25.0,23.0,18.0,33.0,40.0,24.0,13.0,29.0,247.0,11.0,16.0,18.0,42.0,13.0,11.0,57.0,211.0,36.0,239.0,23.0,43.0,31.0,26.0,11.0,25.0,36.0,23.0,51.0,31.0,54.0,23.0,26.0,46.0,21.0,13.0,39.0,15.0,17.0,35.0,41.0,52.0,31.0,36.0,25.0,26.0,11.0,25.0,18.0,186.0,32.0,33.0,46.0
18.25,66.0,45.0,59.0,55.0,53.0,181.0,39.0,58.0,58.0,58.0,68.0,104.0,59.0,221.0,107.0,37.0,51.0,27.0,29.0,28.0,38.0,23.0,35.0,214.0,61.0,34.0,42.0,55.0,50.0,23.0,231.0,29.0,210.0,40.0,36.0,49.0,82.0,24.0,38.0,21.0,29.0,47.0,88.0,27.0,27.0,23.0,20.0,33.0,41.0,27.0,17.0,32.0,250.0,11.0,17.0,20.0,43.0,12.0,12.0,58.0,214.0,34.0,240.0,25.0,44.0,31.0,27.0,13.0,27.0,38.0,25.0,50.0,30.0,55.0,27.0,26.0,49.0,21.0,16.0,41.0,16.0,16.0,35.0,43.0,54.0,32.0,37.0,26.0,27.0,11.0,25.0,20.0,188.0,32.0,35.0,46.0
18.5,62.0,39.0,54.0,49.0,49.0,173.0,38.0,54.0,56.0,56.0,67.0,99.0,54.0,220.0,105.0,33.0,49.0,23.0,27.0,25.0,35.0,20.0,35.0,212.0,54.0,32.0,37.0,52.0,47.0,21.0,229.0,26.0,209.0,38.0,33.0,46.0,80.0,23.0,32.0,19.0,26.0,47.0,81.0,26.0,26.0,21.0,17.0,32.0,40.0,27.0,13.0,27.0,249.0,11.0,17.0,17.0,41.0,11.0,13.0,56.0,215.0,36.0,242.0,23.0,42.0,30.0,24.0,12.0,23.0,37.0,21.0,50.0,29.0,51.0,25.0,25.0,47.0,21.0,13.0,39.0,14.0,18.0,34.0,40.0,51.0,27.0,36.0,22.0,26.0,11.0,26.0,19.0,190.0,31.0,31.0,46.0
18.75,64.0,42.0,54.0,51.0,48.0,175.0,40.0,56.0,60.0,57.0,69.0,101.0,54.0,221.0,107.0,34.0,48.0,24.0,27.0,27.0,38.0,22.0,33.0,214.0,54.0,33.0,38.0,55.0,46.0,21.0,232.0,25.0,211.0,39.0,33.0,47.0,80.0,22.0,33.0,21.0,27.0,45.0,80.0,25.0,25.0,21.0,16.0,32.0,40.0,25.0,14.0,29.0,251.0,11.0,17.0,17.0,45.0,11.0,12.0,55.0,220.0,36.0,243.0,25.0,42.0,31.0,25.0,13.0,24.0,33.0,21.0,48.0,31.0,52.0,25.0,26.0,47.0,21.0,15.0,38.0,15.0,16.0,34.0,41.0,53.0,30.0,32.0,25.0,24.0,11.0,25.0,20.0,192.0,33.0,34.0,48.0
19.0,69.0,44.0,58.0,55.0,52.0,181.0,41.0,60.0,60.0,58.0,70.0,105.0,58.0,224.0,112.0,37.0,52.0,27.0,31.0,28.0,39.0,23.0,34.0,217.0,60.0,35.0,43.0,55.0,51.0,22.0,235.0,27.0,216.0,39.0,34.0,50.0,82.0,23.0,37.0,23.0,29.0,46.0,86.0,28.0,27.0,23.0,18.0,34.0,41.0,27.0,14.0,31.0,253.0,11.0,18.0,19.0,45.0,14.0,11.0,58.0,226.0,37.0,244.0,25.0,48.0,34.0,26.0,14.0,25.0,39.0,25.0,49.0,34.0,55.0,25.0,27.0,48.0,23.0,15.0,39.0,15.0,17.0,35.0,42.0,52.0,31.0,32.0,27.0,25.0,11.0,26.0,20.0,194.0,33.0,34.0,46.0
19.25,64.0,41.0,55.0,49.0,48.0,176.0,37.0,56.0,56.0,56.0,69.0,102.0,53.0,224.0,114.0,35.0,50.0,25.0,28.0,26.0,37.0,21.0,33.0,213.0,56.0,33.0,37.0,53.0,46.0,21.0,233.0,24.0,215.0,37.0,32.0,47.0,78.0,21.0,33.0,18.0,26.0,46.0,82.0,26.0,26.0,21.0,17.0,30.0,39.0,23.0,13.0,29.0,253.0,11.0,16.0,20.0,44.0,12.0,11.0,56.0,225.0,34.0,244.0,25.0,42.0,29.0,24.0,13.0,25.0,37.0,22.0,48.0,29.0,52.0,23.0,27.0,48.0,20.0,14.0,37.0,14.0,17.0,34.0,40.0,51.0,30.0,32.0,23.0,25.0,11.0,25.0,17.0,194.0,31.0,31.0,45.0
19.5,66.0,43.0,55.0,55.0,51.0,179.0,36.0,57.0,57.0,58.0,69.0,101.0,57.0,224.0,114.0,35.0,51.0,25.0,30.0,26.0,39.0,19.0,33.0,215.0,58.0,32.0,41.0,54.0,48.0,21.0,236.0,26.0,217.0,37.0,33.0,48.0,79.0,23.0,36.0,22.0,26.0,47.0,84.0,26.0,27.0,21.0,17.0,31.0,39.0,24.0,15.0,30.0,253.0,11.0,18.0,18.0,46.0,12.0,11.0,56.0,229.0,34.0,244.0,24.0,43.0,30.0,27.0,11.0,25.0,37.0,24.0,49.0,32.0,57.0,26.0,24.0,48.0,20.0,14.0,39.0,14.0,16.0,31.0,41.0,51.0,33.0,35.0,24.0,25.0,11.0,23.0,20.0,195.0,32.0,32.0,46.0
19.75,65.0,44.0,58.0,53.0,50.0,179.0,37.0,55.0,56.0,58.0,67.0,103.0,54.0,224.0,117.0,35.0,50.0,25.0,28.0,27.0,37.0,18.0,34.0,215.0,58.0,32.0,38.0,52.0,48.0,20.0,235.0,26.0,217.0,38.0,33.0,48.0,79.0,22.0,34.0,20.0,27.0,46.0,81.0,25.0,25.0,21.0,15.0,29.0,38.0,23.0,12.0,29.0,253.0,11.0,16.0,18.0,45.0,11.0,11.0,52.0,231.0,32.0,243.0,24.0,43.0,30.0,25.0,11.0,25.0,35.0,22.0,46.0,30.0,53.0,25.0,25.0,47.0,21.0,13.0,36.0,15.0,14.0,32.0,39.0,49.0,27.0,32.0,24.0,24.0,11.0,24.0,18.0,197.0,30.0,31.0,43.0
20.0,67.0,45.0,57.0,55.0,52.0,179.0,37.0,56.0,57.0,57.0,68.0,102.0,59.0,226.0,119.0,33.0,51.0,26.0,29.0,27.0,40.0,22.0,34.0,214.0,60.0,32.0,41.0,54.0,47.0,21.0,235.0,28.0,219.0,38.0,33.0,49.0,80.0,22.0,35.0,22.0,27.0,48.0,82.0,25.0,26.0,24.0,17.0,34.0,40.0,25.0,14.0,29.0,254.0,11.0,17.0,19.0,46.0,12.0,11.0,55.0,233.0,35.0,243.0,24.0,44.0,31.0,26.0,13.0,25.0,38.0,23.0,49.0,31.0,55.0,25.0,26.0,49.0,20.0,14.0,38.0,16.0,16.0,34.0,40.0,51.0,32.0,36.0,25.0,25.0,11.0,25.0,18.0,199.0,31.0,32.0,46.0
20.25,69.0,45.0,58.0,56.0,52.0,179.0,37.0,56.0,56.0,57.0,69.0,104.0,57.0,229.0,122.0,35.0,50.0,27.0,31.0,28.0,39.0,20.0,33.0,217.0,60.0,32.0,42.0,54.0,48.0,22.0,236.0,28.0,221.0,39.0,34.0,47.0,81.0,23.0,35.0,21.0,27.0,47.0,82.0,28.0,25.0,22.0,16.0,33.0,40.0,24.0,11.0,31.0,255.0,11.0,17.0,19.0,47.0,11.0,11.0,56.0,236.0,34.0,244.0,25.0,43.0,31.0,26.0,11.0,25.0,37.0,24.0,48.0,33.0,54.0,25.0,26.0,49.0,22.0,14.0,39.0,15.0,17.0,35.0,39.0,53.0,31.0,33.0,24.0,25.0,11.0,22.0,18.0,200.0,31.0,33.0,44.0
20.5,65.0,40.0,54.0,52.0,50.0,174.0,36.0,53.0,58.0,54.0,66.0,100.0,53.0,226.0,126.0,35.0,48.0,25.0,28.0,28.0,38.0,21.0,33.0,215.0,57.0,32.0,39.0,54.0,46.0,23.0,237.0,26.0,218.0,38.0,33.0,47.0,79.0,24.0,32.0,20.0,30.0,45.0,76.0,24.0,26.0,23.0,17.0,33.0,43.0,26.0,14.0,30.0,255.0,11.0,17.0,18.0,47.0,11.0,11.0,55.0,239.0,34.0,247.0,25.0,42.0,30.0,25.0,13.0,25.0,37.0,23.0,49.0,33.0,54.0,26.0,27.0,49.0,21.0,13.0,42.0,14.0,15.0,33.0,40.0,52.0,28.0,36.0,26.0,24.0,12.0,25.0,17.0,207.0,32.0,34.0,46.0
20.75,65.0,44.0,58.0,53.0,53.0,179.0,39.0,56.0,58.0,56.0,67.0,104.0,56.0,229.0,128.0,35.0,50.0,27.0,33.0,30.0,41.0,23.0,34.0,217.0,59.0,33.0,39.0,54.0,49.0,22.0,238.0,27.0,222.0,39.0,33.0,49.0,81.0,24.0,35.0,22.0,29.0,47.0,81.0,26.0,28.0,22.0,17.0,33.0,41.0,27.0,15.0,29.0,258.0,11.0,18.0,21.0,48.0,15.0,11.0,56.0,242.0,37.0,248.0,24.0,45.0,33.0,27.0,14.0,27.0,39.0,24.0,48.0,33.0,55.0,25.0,26.0,52.0,22.0,15.0,41.0,15.0,17.0,34.0,41.0,52.0,31.0,32.0,26.0,27.0,12.0,25.0,19.0,206.0,33.0,35.0,45.0
21.0,69.0,47.0,60.0,57.0,54.0,181.0,39.0,57.0,59.0,59.0,72.0,105.0,59.0,232.0,133.0,37.0,52.0,30.0,33.0,31.0,42.0,23.0,37.0,218.0,61.0,35.0,44.0,57.0,50.0,24.0,240.0,30.0,224.0,39.0,37.0,51.0,82.0,26.0,36.0,24.0,31.0,51.0,83.0,29.0,30.0,25.0,21.0,35.0,43.0,29.0,18.0,32.0,260.0,13.0,21.0,21.0,52.0,14.0,13.0,58.0,245.0,38.0,248.0,26.0,47.0,34.0,28.0,15.0,29.0,39.0,24.0,50.0,35.0,55.0,27.0,29.0,53.0,24.0,18.0,43.0,17.0,18.0,38.0,41.0,55.0,33.0,37.0,27.0,28.0,15.0,28.0,22.0,210.0,34.0,36.0,47.0
21.25,64.0,41.0,56.0,50.0,49.0,172.0,36.0,53.0,59.0,54.0,66.0,100.0,54.0,229.0,131.0,35.0,48.0,24.0,29.0,28.0,39.0,20.0,35.0,216.0,58.0,33.0,37.0,51.0,47.0,21.0,239.0,26.0,222.0,37.0,34.0,46.0,80.0,24.0,31.0,21.0,30.0,46.0,75.0,26.0,27.0,24.0,18.0,33.0,42.0,26.0,15.0,31.0,260.0,11.0,18.0,20.0,50.0,14.0,12.0,55.0,245.0,36.0,249.0,26.0,43.0,32.0,26.0,12.0,26.0,38.0,24.0,48.0,34.0,54.0,26.0,27.0,51.0,21.0,14.0,41.0,15.0,18.0,36.0,41.0,53.0,28.0,34.0,27.0,27.0,13.0,27.0,19.0,212.0,32.0,33.0,46.0
21.5,67.0,46.0,59.0,56.0,52.0,180.0,37.0,56.0,57.0,57.0,69.0,105.0,58.0,231.0,137.0,37.0,51.0,27.0,32.0,29.0,39.0,21.0,33.0,218.0,60.0,32.0,41.0,55.0,49.0,22.0,240.0,26.0,225.0,39.0,33.0,49.0,84.0,23.0,38.0,21.0,28.0,48.0,80.0,26.0,26.0,23.0,18.0,33.0,41.0,27.0,15.0,30.0,261.0,11.0,19.0,19.0,51.0,15.0,12.0,57.0,250.0,36.0,248.0,25.0,46.0,34.0,26.0,13.0,25.0,38.0,23.0,49.0,33.0,55.0,26.0,24.0,53.0,21.0,13.0,38.0,16.0,16.0,34.0,40.0,53.0,32.0,33.0,26.0,24.0,15.0,24.0,18.0,213.0,31.0,35.0,46.0
21.75,65.0,44.0,56.0,55.0,52.0,179.0,35.0,53.0,56.0,55.0,67.0,103.0,58.0,231.0,134.0,37.0,51.0,26.0,29.0,27.0,40.0,22.0,33.0,218.0,60.0,33.0,39.0,52.0,47.0,21.0,241.0,27.0,226.0,37.0,31.0,49.0,81.0,23.0,35.0,22.0,26.0,46.0,79.0,25.0,26.0,21.0,17.0,32.0,39.0,25.0,14.0,32.0,260.0,11.0,19.0,19.0,50.0,12.0,11.0,54.0,251.0,32.0,248.0,26.0,44.0,31.0,26.0,12.0,27.0,37.0,24.0,47.0,33.0,54.0,25.0,27.0,52.0,22.0,13.0,37.0,14.0,15.0,33.0,41.0,52.0,29.0,32.0,26.0,28.0,14.0,24.0,18.0,215.0,31.0,32.0,45.0
22.0,67.0,47.0,58.0,55.0,52.0,179.0,37.0,56.0,60.0,57.0,68.0,104.0,59.0,233.0,141.0,38.0,50.0,28.0,29.0,29.0,40.0,21.0,34.0,219.0,61.0,33.0,40.0,56.0,49.0,23.0,242.0,27.0,230.0,39.0,34.0,48.0,82.0,24.0,36.0,22.0,29.0,49.0,81.0,27.0,27.0,22.0,18.0,32.0,43.0,24.0,14.0,32.0,262.0,11.0,20.0,20.0,53.0,13.0,11.0,54.0,254.0,37.0,251.0,24.0,46.0,31.0,26.0,12.0,25.0,38.0,24.0,45.0,33.0,56.0,25.0,26.0,54.0,23.0,13.0,38.0,15.0,15.0,34.0,42.0,53.0,33.0,36.0,25.0,27.0,12.0,26.0,18.0,220.0,33.0,34.0,45.0
22.25,71.0,48.0,61.0,58.0,55.0,183.0,41.0,58.0,60.0,59.0,71.0,106.0,60.0,236.0,143.0,39.0,52.0,31.0,32.0,31.0,44.0,25.0,37.0,222.0,65.0,36.0,43.0,56.0,52.0,26.0,246.0,31.0,231.0,41.0,36.0,51.0,84.0,27.0,38.0,24.0,32.0,49.0,82.0,29.0,28.0,26.0,20.0,35.0,45.0,29.0,17.0,35.0,263.0,13.0,22.0,22.0,55.0,16.0,13.0,60.0,257.0,37.0,251.0,28.0,49.0,35.0,29.0,15.0,27.0,40.0,26.0,50.0,35.0,58.0,28.0,29.0,55.0,23.0,16.0,41.0,17.0,19.0,37.0,45.0,54.0,36.0,37.0,29.0,30.0,16.0,27.0,22.0,225.0,36.0,36.0,47.0
22.5,68.0,47.0,62.0,59.0,55.0,180.0,38.0,55.0,58.0,57.0,70.0,107.0,60.0,236.0,145.0,39.0,52.0,31.0,31.0,32.0,44.0,23.0,35.0,220.0,63.0,35.0,42.0,57.0,50.0,24.0,245.0,28.0,231.0,39.0,36.0,49.0,85.0,27.0,36.0,25.0,30.0,50.0,81.0,29.0,28.0,24.0,20.0,35.0,43.0,30.0,17.0,33.0,262.0,13.0,20.0,21.0,56.0,15.0,12.0,56.0,259.0,38.0,252.0,25.0,48.0,32.0,28.0,14.0,28.0,39.0,25.0,48.0,37.0,58.0,29.0,31.0,54.0,24.0,15.0,40.0,17.0,19.0,35.0,43.0,54.0,34.0,37.0,29.0,29.0,18.0,25.0,20.0,227.0,34.0,33.0,46.0
22.75,67.0,47.0,60.0,57.0,52.0,178.0,38.0,55.0,60.0,58.0,70.0,107.0,59.0,235.0,146.0,38.0,53.0,29.0,32.0,31.0,43.0,21.0,35.0,221.0,62.0,33.0,42.0,56.0,49.0,24.0,245.0,29.0,232.0,40.0,37.0,51.0,83.0,26.0,36.0,22.0,29.0,48.0,79.0,27.0,27.0,24.0,19.0,33.0,44.0,29.0,16.0,32.0,264.0,11.0,19.0,22.0,54.0,15.0,12.0,58.0,260.0,36.0,254.0,26.0,49.0,33.0,28.0,15.0,27.0,39.0,26.0,48.0,36.0,57.0,28.0,27.0,54.0,24.0,16.0,40.0,17.0,17.0,33.0,42.0,55.0,33.0,38.0,29.0,30.0,17.0,25.0,20.0,228.0,33.0,35.0,47.0
23.0,65.0,42.0,58.0,49.0,49.0,168.0,37.0,51.0,60.0,54.0,68.0,100.0,57.0,233.0,146.0,35.0,48.0,25.0,27.0,27.0,39.0,20.0,34.0,220.0,56.0,31.0,40.0,52.0,44.0,22.0,245.0,25.0,231.0,37.0,33.0,45.0,82.0,22.0,30.0,18.0,28.0,46.0,71.0,24.0,26.0,21.0,17.0,32.0,42.0,26.0,14.0,30.0,264.0,11.0,17.0,17.0,53.0,13.0,11.0,54.0,259.0,38.0,253.0,25.0,45.0,27.0,23.0,13.0,23.0,37.0,22.0,48.0,32.0,54.0,24.0,26.0,53.0,21.0,17.0,39.0,16.0,15.0,33.0,42.0,56.0,30.0,34.0,25.0,27.0,14.0,28.0,18.0,234.0,33.0,33.0,46.0
23.25,66.0,45.0,59.0,53.0,50.0,170.0,38.0,54.0,61.0,54.0,69.0,103.0,55.0,235.0,149.0,36.0,49.0,27.0,29.0,30.0,39.0,20.0,36.0,221.0,60.0,32.0,35.0,55.0,46.0,20.0,245.0,28.0,233.0,39.0,33.0,48.0,82.0,23.0,31.0,19.0,31.0,45.0,72.0,24.0,27.0,23.0,18.0,34.0,42.0,26.0,15.0,29.0,264.0,11.0,19.0,18.0,55.0,14.0,11.0,54.0,262.0,35.0,253.0,28.0,44.0,30.0,25.0,13.0,26.0,37.0,23.0,47.0,33.0,56.0,27.0,27.0,55.0,22.0,15.0,40.0,17.0,15.0,35.0,43.0,53.0,29.0,34.0,26.0,25.0,14.0,27.0,20.0,237.0,33.0,34.0,48.0
23.5,69.0,46.0,60.0,56.0,53.0,177.0,39.0,55.0,62.0,58.0,71.0,107.0,60.0,238.0,151.0,40.0,50.0,29.0,32.0,33.0,42.0,23.0,37.0,222.0,61.0,35.0,41.0,55.0,49.0,25.0,245.0,29.0,234.0,41.0,36.0,52.0,83.0,26.0,35.0,24.0,30.0,50.0,76.0,27.0,27.0,25.0,21.0,35.0,45.0,29.0,17.0,35.0,265.0,11.0,19.0,21.0,57.0,15.0,15.0,57.0,265.0,36.0,253.0,27.0,47.0,33.0,27.0,15.0,28.0,40.0,27.0,47.0,34.0,57.0,27.0,28.0,56.0,25.0,15.0,40.0,19.0,19.0,36.0,43.0,55.0,32.0,37.0,29.0,28.0,15.0,26.0,18.0,239.0,35.0,38.0,49.0
23.75,65.0,45.0,58.0,53.0,51.0,172.0,38.0,53.0,60.0,55.0,66.0,103.0,56.0,237.0,152.0,37.0,49.0,26.0,30.0,30.0,40.0,22.0,35.0,224.0,60.0,33.0,39.0,55.0,48.0,22.0,246.0,28.0,234.0,39.0,32.0,47.0,82.0,23.0,31.0,21.0,30.0,45.0,71.0,24.0,27.0,24.0,18.0,33.0,42.0,28.0,15.0,29.0,266.0,11.0,19.0,20.0,55.0,15.0,12.0,54.0,264.0,37.0,254.0,28.0,46.0,30.0,26.0,14.0,25.0,37.0,23.0,46.0,34.0,55.0,28.0,27.0,53.0,23.0,15.0,40.0,15.0,18.0,34.0,42.0,54.0,30.0,35.0,28.0,27.0,14.0,25.0,21.0,240.0,32.0,34.0,48.0
24.0,64.0,44.0,60.0,51.0,52.0,170.0,37.0,52.0,60.0,56.0,68.0,102.0,55.0,237.0,153.0,36.0,49.0,26.0,31.0,29.0,41.0,21.0,37.0,221.0,58.0,33.0,39.0,55.0,48.0,22.0,246.0,28.0,234.0,40.0,34.0,48.0,81.0,25.0,31.0,21.0,30.0,44.0,68.0,24.0,26.0,26.0,20.0,33.0,45.0,26.0,16.0,29.0,267.0,11.0,18.0,18.0,55.0,16.0,14.0,54.0,266.0,35.0,253.0,27.0,47.0,31.0,24.0,14.0,25.0,36.0,23.0,46.0,34.0,55.0,27.0,28.0,55.0,22.0,16.0,41.0,16.0,19.0,35.0,43.0,54.0,30.0,34.0,28.0,27.0,16.0,26.0,21.0,245.0,33.0,35.0,47.0
24.25,66.0,44.0,60.0,54.0,52.0,170.0,37.0,53.0,62.0,54.0,69.0,102.0,58.0,237.0,156.0,36.0,49.0,27.0,30.0,31.0,40.0,21.0,35.0,222.0,60.0,33.0,38.0,54.0,46.0,23.0,248.0,28.0,235.0,40.0,34.0,48.0,82.0,23.0,31.0,20.0,32.0,44.0,70.0,25.0,27.0,25.0,18.0,34.0,44.0,27.0,16.0,30.0,268.0,11.0,18.0,22.0,57.0,13.0,13.0,55.0,268.0,37.0,255.0,26.0,44.0,30.0,25.0,14.0,24.0,40.0,24.0,47.0,35.0,58.0,28.0,27.0,55.0,23.0,16.0,39.0,16.0,19.0,35.0,42.0,53.0,30.0,35.0,26.0,27.0,16.0,26.0,19.0,246.0,34.0,34.0,47.0
24.5,66.0,44.0,57.0,54.0,51.0,168.0,39.0,54.0,61.0,56.0,66.0,103.0,56.0,237.0,158.0,37.0,49.0,27.0,30.0,29.0,40.0,21.0,35.0,221.0,60.0,32.0,38.0,55.0,45.0,21.0,246.0,26.0,234.0,41.0,33.0,49.0,80.0,22.0,30.0,18.0,31.0,44.0,67.0,23.0,27.0,23.0,17.0,32.0,45.0,29.0,15.0,29.0,267.0,11.0,18.0,16.0,57.0,14.0,12.0,53.0,268.0,35.0,255.0,27.0,46.0,29.0,25.0,11.0,23.0,38.0,22.0,47.0,33.0,54.0,26.0,27.0,54.0,21.0,15.0,38.0,15.0,16.0,36.0,41.0,52.0,30.0,34.0,26.0,26.0,15.0,25.0,20.0,248.0,33.0,34.0,45.0
24.75,66.0,44.0,60.0,54.0,54.0,169.0,37.0,54.0,60.0,55.0,69.0,104.0,56.0,239.0,157.0,36.0,50.0,27.0,30.0,29.0,43.0,23.0,36.0,222.0,61.0,30.0,37.0,55.0,47.0,25.0,248.0,28.0,237.0,39.0,36.0,49.0,83.0,25.0,31.0,21.0,31.0,44.0,70.0,25.0,29.0,24.0,19.0,33.0,43.0,27.0,16.0,29.0,268.0,12.0,18.0,19.0,58.0,14.0,11.0,54.0,271.0,34.0,254.0,25.0,45.0,30.0,24.0,14.0,25.0,38.0,24.0,46.0,35.0,56.0,25.0,25.0,55.0,23.0,14.0,40.0,17.0,17.0,36.0,43.0,54.0,32.0,35.0,25.0,26.0,17.0,26.0,19.0,249.0,32.0,36.0,46.0
25.0,66.0,46.0,59.0,55.0,53.0,170.0,39.0,51.0,60.0,55.0,66.0,101.0,56.0,238.0,160.0,37.0,49.0,27.0,30.0,30.0,39.0,21.0,34.0,223.0,59.0,33.0,40.0,54.0,46.0,21.0,248.0,27.0,235.0,40.0,35.0,48.0,81.0,25.0,32.0,21.0,27.0,45.0,69.0,25.0,28.0,23.0,17.0,33.0,43.0,26.0,13.0,31.0,268.0,11.0,19.0,20.0,56.0,14.0,11.0,52.0,270.0,36.0,255.0,26.0,45.0,30.0,25.0,12.0,26.0,38.0,23.0,46.0,33.0,56.0,29.0,27.0,55.0,23.0,14.0,39.0,16.0,16.0,34.0,42.0,53.0,30.0,35.0,26.0,27.0,14.0,25.0,18.0,250.0,32.0,34.0,45.0
