Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-9983_Escherichia coli__2_37_PMX_438_3#12#2019_A_15B_29.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,63.0,41.0,56.0,54.0,58.0,220.0,54.0,58.0,45.0,39.0,52.0,90.0,53.0,175.0,13.0,39.0,82.0,41.0,32.0,18.0,28.0,28.0,68.0,215.0,42.0,41.0,37.0,33.0,37.0,42.0,133.0,45.0,29.0,32.0,40.0,69.0,161.0,18.0,46.0,44.0,37.0,57.0,78.0,50.0,20.0,33.0,27.0,32.0,71.0,32.0,32.0,29.0,210.0,11.0,22.0,209.0,36.0,11.0,13.0,45.0,50.0,42.0,220.0,31.0,53.0,33.0,23.0,21.0,53.0,98.0,19.0,24.0,46.0,67.0,29.0,27.0,13.0,14.0,13.0,43.0,13.0,11.0,35.0,34.0,44.0,44.0,34.0,30.0,35.0,26.0,39.0,21.0,73.0,40.0,27.0,47.0
16.75,61.0,41.0,55.0,52.0,58.0,221.0,56.0,57.0,45.0,41.0,54.0,89.0,52.0,175.0,12.0,39.0,81.0,41.0,30.0,19.0,25.0,28.0,68.0,217.0,42.0,38.0,37.0,33.0,37.0,42.0,135.0,44.0,32.0,33.0,40.0,68.0,160.0,19.0,46.0,44.0,37.0,57.0,76.0,49.0,21.0,33.0,28.0,33.0,72.0,31.0,32.0,30.0,210.0,11.0,23.0,210.0,38.0,11.0,15.0,44.0,52.0,40.0,222.0,31.0,54.0,33.0,23.0,21.0,52.0,100.0,20.0,26.0,47.0,67.0,29.0,29.0,15.0,18.0,15.0,42.0,14.0,13.0,35.0,36.0,45.0,46.0,36.0,31.0,36.0,27.0,42.0,21.0,75.0,41.0,26.0,46.0
17.0,61.0,42.0,52.0,54.0,56.0,223.0,54.0,56.0,46.0,42.0,53.0,89.0,51.0,177.0,12.0,40.0,81.0,40.0,32.0,18.0,27.0,28.0,67.0,219.0,42.0,39.0,38.0,32.0,37.0,42.0,134.0,44.0,28.0,33.0,40.0,69.0,158.0,19.0,47.0,45.0,37.0,58.0,78.0,50.0,20.0,33.0,27.0,33.0,73.0,28.0,31.0,29.0,210.0,11.0,21.0,211.0,36.0,11.0,14.0,44.0,50.0,37.0,221.0,30.0,53.0,32.0,22.0,18.0,52.0,98.0,21.0,25.0,44.0,62.0,30.0,27.0,11.0,19.0,13.0,45.0,12.0,12.0,38.0,35.0,42.0,41.0,34.0,28.0,35.0,27.0,40.0,19.0,75.0,42.0,29.0,50.0
17.25,64.0,42.0,58.0,51.0,57.0,222.0,52.0,56.0,44.0,38.0,51.0,85.0,53.0,179.0,15.0,40.0,80.0,40.0,31.0,18.0,25.0,27.0,68.0,221.0,44.0,38.0,37.0,33.0,38.0,41.0,135.0,42.0,30.0,30.0,37.0,67.0,164.0,17.0,48.0,42.0,37.0,56.0,78.0,47.0,20.0,32.0,26.0,32.0,70.0,31.0,32.0,31.0,212.0,11.0,21.0,213.0,37.0,11.0,16.0,42.0,51.0,44.0,229.0,30.0,54.0,35.0,24.0,21.0,51.0,98.0,19.0,28.0,47.0,69.0,30.0,29.0,13.0,16.0,13.0,42.0,13.0,12.0,34.0,34.0,47.0,50.0,36.0,32.0,34.0,28.0,41.0,22.0,75.0,37.0,24.0,44.0
17.5,62.0,43.0,57.0,55.0,59.0,224.0,54.0,59.0,47.0,42.0,55.0,92.0,51.0,182.0,13.0,40.0,81.0,42.0,29.0,18.0,27.0,28.0,69.0,225.0,45.0,39.0,37.0,34.0,38.0,42.0,138.0,45.0,30.0,35.0,41.0,72.0,161.0,19.0,46.0,46.0,39.0,58.0,77.0,51.0,22.0,33.0,29.0,35.0,72.0,29.0,32.0,30.0,213.0,11.0,22.0,215.0,38.0,11.0,15.0,45.0,50.0,41.0,223.0,32.0,56.0,33.0,23.0,22.0,52.0,101.0,20.0,24.0,45.0,65.0,29.0,27.0,13.0,19.0,15.0,43.0,12.0,11.0,38.0,35.0,43.0,44.0,33.0,29.0,34.0,29.0,43.0,20.0,78.0,42.0,28.0,50.0
17.75,61.0,41.0,54.0,52.0,56.0,224.0,52.0,56.0,45.0,39.0,53.0,87.0,49.0,180.0,13.0,40.0,78.0,40.0,30.0,16.0,27.0,26.0,67.0,225.0,41.0,38.0,34.0,32.0,37.0,40.0,136.0,43.0,31.0,36.0,39.0,69.0,161.0,18.0,46.0,43.0,37.0,56.0,77.0,46.0,21.0,33.0,28.0,34.0,73.0,29.0,33.0,28.0,211.0,11.0,23.0,215.0,37.0,11.0,15.0,44.0,50.0,40.0,228.0,31.0,55.0,33.0,25.0,19.0,51.0,101.0,20.0,27.0,44.0,66.0,29.0,28.0,13.0,17.0,14.0,43.0,11.0,12.0,35.0,33.0,43.0,44.0,32.0,31.0,34.0,29.0,42.0,19.0,81.0,40.0,27.0,49.0
18.0,61.0,43.0,54.0,52.0,57.0,227.0,55.0,56.0,45.0,40.0,54.0,90.0,51.0,180.0,13.0,39.0,79.0,37.0,29.0,17.0,28.0,27.0,69.0,231.0,41.0,38.0,35.0,32.0,36.0,39.0,138.0,44.0,31.0,32.0,39.0,70.0,159.0,17.0,45.0,42.0,36.0,57.0,77.0,50.0,20.0,33.0,27.0,35.0,73.0,29.0,30.0,29.0,215.0,11.0,22.0,220.0,36.0,11.0,14.0,44.0,50.0,41.0,230.0,30.0,57.0,34.0,23.0,19.0,51.0,99.0,19.0,27.0,43.0,67.0,28.0,27.0,13.0,19.0,14.0,44.0,11.0,12.0,37.0,35.0,43.0,41.0,34.0,28.0,31.0,27.0,42.0,18.0,83.0,40.0,28.0,47.0
18.25,64.0,43.0,56.0,52.0,60.0,226.0,55.0,56.0,46.0,40.0,53.0,90.0,54.0,184.0,12.0,39.0,78.0,40.0,31.0,18.0,27.0,27.0,69.0,229.0,44.0,39.0,38.0,34.0,39.0,41.0,141.0,44.0,30.0,33.0,42.0,69.0,162.0,19.0,46.0,44.0,39.0,57.0,78.0,50.0,21.0,33.0,29.0,35.0,73.0,30.0,31.0,31.0,215.0,11.0,21.0,219.0,38.0,12.0,15.0,44.0,51.0,42.0,232.0,32.0,57.0,35.0,23.0,20.0,53.0,102.0,21.0,25.0,47.0,67.0,31.0,29.0,15.0,18.0,15.0,43.0,12.0,12.0,34.0,34.0,46.0,45.0,35.0,33.0,36.0,29.0,41.0,20.0,85.0,39.0,27.0,49.0
18.5,63.0,45.0,55.0,55.0,60.0,228.0,53.0,54.0,46.0,41.0,53.0,92.0,53.0,186.0,15.0,41.0,82.0,41.0,32.0,20.0,29.0,28.0,69.0,232.0,41.0,40.0,39.0,36.0,38.0,43.0,141.0,45.0,33.0,35.0,40.0,71.0,163.0,22.0,48.0,46.0,38.0,57.0,78.0,52.0,22.0,36.0,30.0,36.0,72.0,33.0,33.0,32.0,216.0,11.0,22.0,222.0,40.0,14.0,15.0,45.0,52.0,42.0,231.0,32.0,56.0,34.0,24.0,21.0,53.0,102.0,22.0,29.0,46.0,68.0,32.0,30.0,16.0,19.0,14.0,45.0,13.0,13.0,38.0,35.0,45.0,45.0,36.0,32.0,34.0,29.0,41.0,22.0,87.0,41.0,29.0,50.0
18.75,60.0,42.0,54.0,54.0,57.0,228.0,52.0,56.0,47.0,41.0,53.0,92.0,51.0,184.0,14.0,40.0,77.0,40.0,32.0,22.0,29.0,30.0,69.0,234.0,44.0,38.0,38.0,32.0,38.0,42.0,141.0,45.0,33.0,34.0,43.0,71.0,158.0,19.0,46.0,46.0,37.0,56.0,77.0,50.0,23.0,34.0,29.0,37.0,74.0,29.0,33.0,30.0,216.0,11.0,22.0,225.0,40.0,12.0,19.0,46.0,52.0,42.0,232.0,33.0,56.0,34.0,24.0,22.0,54.0,102.0,22.0,26.0,45.0,67.0,30.0,29.0,15.0,20.0,17.0,45.0,14.0,13.0,37.0,36.0,44.0,43.0,33.0,30.0,37.0,28.0,44.0,21.0,91.0,40.0,29.0,53.0
19.0,63.0,44.0,57.0,53.0,58.0,227.0,52.0,53.0,45.0,39.0,52.0,90.0,52.0,188.0,14.0,40.0,78.0,39.0,30.0,18.0,26.0,28.0,68.0,234.0,43.0,38.0,37.0,33.0,38.0,41.0,143.0,42.0,31.0,33.0,40.0,69.0,162.0,19.0,48.0,44.0,36.0,56.0,80.0,52.0,21.0,31.0,28.0,33.0,72.0,31.0,32.0,32.0,218.0,11.0,23.0,224.0,38.0,11.0,15.0,43.0,50.0,41.0,233.0,31.0,55.0,33.0,25.0,18.0,52.0,99.0,19.0,25.0,46.0,69.0,30.0,29.0,16.0,18.0,13.0,43.0,11.0,12.0,36.0,35.0,43.0,47.0,35.0,31.0,34.0,29.0,41.0,20.0,89.0,42.0,27.0,47.0
19.25,59.0,42.0,53.0,51.0,55.0,229.0,52.0,54.0,44.0,40.0,51.0,89.0,49.0,188.0,11.0,39.0,78.0,38.0,29.0,19.0,27.0,29.0,68.0,237.0,43.0,36.0,36.0,33.0,37.0,42.0,141.0,43.0,32.0,34.0,40.0,71.0,159.0,19.0,46.0,42.0,37.0,56.0,78.0,49.0,19.0,33.0,28.0,35.0,72.0,28.0,33.0,28.0,218.0,11.0,23.0,226.0,38.0,11.0,17.0,45.0,51.0,40.0,233.0,31.0,55.0,33.0,24.0,21.0,53.0,101.0,22.0,27.0,45.0,67.0,30.0,29.0,17.0,17.0,15.0,43.0,12.0,13.0,35.0,34.0,41.0,42.0,32.0,29.0,33.0,26.0,42.0,20.0,94.0,39.0,28.0,49.0
19.5,58.0,42.0,54.0,52.0,57.0,230.0,52.0,52.0,45.0,41.0,52.0,91.0,49.0,187.0,11.0,40.0,74.0,37.0,26.0,20.0,27.0,26.0,68.0,237.0,40.0,35.0,34.0,32.0,36.0,41.0,141.0,41.0,31.0,33.0,40.0,71.0,157.0,17.0,43.0,40.0,35.0,55.0,76.0,48.0,20.0,33.0,29.0,34.0,73.0,28.0,30.0,26.0,219.0,11.0,21.0,229.0,35.0,11.0,16.0,46.0,49.0,39.0,233.0,31.0,57.0,34.0,23.0,19.0,50.0,100.0,22.0,28.0,43.0,68.0,28.0,28.0,14.0,19.0,14.0,43.0,12.0,11.0,35.0,35.0,41.0,42.0,34.0,28.0,33.0,29.0,43.0,20.0,96.0,42.0,27.0,51.0
19.75,58.0,42.0,52.0,53.0,55.0,228.0,51.0,52.0,42.0,37.0,51.0,89.0,50.0,188.0,11.0,39.0,74.0,36.0,29.0,18.0,27.0,25.0,66.0,238.0,43.0,38.0,36.0,33.0,38.0,41.0,143.0,44.0,30.0,33.0,40.0,69.0,160.0,19.0,43.0,42.0,36.0,54.0,77.0,46.0,21.0,32.0,28.0,34.0,73.0,29.0,31.0,30.0,221.0,11.0,23.0,230.0,36.0,11.0,16.0,44.0,50.0,41.0,236.0,30.0,55.0,34.0,21.0,21.0,50.0,100.0,20.0,26.0,43.0,67.0,30.0,29.0,14.0,18.0,14.0,43.0,12.0,12.0,35.0,35.0,44.0,42.0,35.0,31.0,35.0,27.0,41.0,21.0,98.0,37.0,28.0,48.0
20.0,60.0,41.0,55.0,52.0,54.0,228.0,49.0,50.0,41.0,37.0,51.0,88.0,52.0,191.0,11.0,37.0,75.0,36.0,28.0,19.0,24.0,23.0,68.0,239.0,39.0,34.0,36.0,31.0,37.0,41.0,147.0,40.0,28.0,31.0,39.0,72.0,158.0,17.0,43.0,41.0,35.0,55.0,78.0,50.0,20.0,32.0,26.0,31.0,72.0,28.0,30.0,29.0,221.0,11.0,20.0,229.0,37.0,11.0,15.0,43.0,49.0,37.0,234.0,28.0,52.0,32.0,22.0,20.0,50.0,100.0,20.0,23.0,42.0,65.0,27.0,26.0,12.0,15.0,12.0,42.0,11.0,11.0,33.0,33.0,41.0,41.0,33.0,30.0,33.0,24.0,38.0,19.0,97.0,37.0,26.0,48.0
20.25,63.0,45.0,59.0,54.0,58.0,231.0,53.0,55.0,46.0,40.0,52.0,90.0,55.0,193.0,13.0,40.0,77.0,37.0,30.0,20.0,30.0,29.0,72.0,241.0,45.0,38.0,39.0,34.0,39.0,42.0,147.0,47.0,33.0,35.0,39.0,71.0,161.0,21.0,49.0,45.0,41.0,58.0,82.0,50.0,22.0,34.0,31.0,35.0,75.0,31.0,35.0,32.0,223.0,11.0,23.0,235.0,39.0,12.0,19.0,46.0,51.0,44.0,241.0,33.0,60.0,35.0,25.0,22.0,53.0,102.0,24.0,28.0,47.0,71.0,31.0,31.0,18.0,21.0,16.0,47.0,13.0,14.0,37.0,36.0,47.0,48.0,37.0,33.0,39.0,29.0,45.0,22.0,103.0,43.0,29.0,53.0
20.5,58.0,43.0,53.0,50.0,57.0,230.0,51.0,49.0,43.0,40.0,53.0,88.0,50.0,192.0,12.0,39.0,74.0,36.0,26.0,18.0,26.0,26.0,68.0,241.0,41.0,35.0,36.0,32.0,37.0,40.0,145.0,40.0,31.0,32.0,40.0,69.0,158.0,19.0,45.0,42.0,37.0,54.0,78.0,48.0,20.0,32.0,28.0,34.0,74.0,29.0,30.0,27.0,222.0,11.0,19.0,235.0,37.0,11.0,16.0,45.0,52.0,41.0,239.0,29.0,56.0,33.0,23.0,19.0,52.0,101.0,22.0,26.0,44.0,68.0,28.0,30.0,14.0,17.0,14.0,44.0,12.0,12.0,35.0,35.0,43.0,43.0,36.0,30.0,35.0,27.0,40.0,18.0,101.0,41.0,27.0,52.0
20.75,61.0,44.0,56.0,56.0,58.0,233.0,52.0,52.0,46.0,39.0,53.0,91.0,54.0,196.0,13.0,40.0,77.0,37.0,31.0,20.0,29.0,27.0,70.0,244.0,44.0,37.0,38.0,33.0,38.0,43.0,151.0,43.0,30.0,33.0,42.0,73.0,162.0,18.0,48.0,45.0,40.0,57.0,80.0,53.0,20.0,35.0,29.0,35.0,74.0,31.0,33.0,29.0,224.0,11.0,24.0,234.0,37.0,12.0,16.0,42.0,51.0,42.0,236.0,32.0,55.0,34.0,24.0,21.0,52.0,104.0,20.0,26.0,44.0,68.0,29.0,30.0,15.0,18.0,14.0,42.0,13.0,11.0,38.0,35.0,43.0,44.0,35.0,29.0,36.0,27.0,39.0,20.0,103.0,41.0,29.0,48.0
21.0,58.0,41.0,54.0,52.0,56.0,231.0,49.0,49.0,44.0,40.0,49.0,89.0,49.0,193.0,11.0,37.0,72.0,36.0,27.0,17.0,27.0,27.0,67.0,244.0,39.0,34.0,36.0,30.0,37.0,41.0,149.0,43.0,29.0,33.0,40.0,70.0,156.0,19.0,44.0,42.0,38.0,54.0,79.0,50.0,18.0,34.0,26.0,34.0,74.0,28.0,30.0,27.0,223.0,11.0,21.0,234.0,37.0,11.0,15.0,42.0,49.0,40.0,237.0,31.0,54.0,33.0,23.0,20.0,51.0,101.0,21.0,27.0,43.0,66.0,30.0,29.0,15.0,17.0,12.0,44.0,13.0,14.0,35.0,34.0,41.0,41.0,32.0,29.0,33.0,27.0,42.0,18.0,107.0,41.0,28.0,49.0
21.25,58.0,42.0,55.0,49.0,57.0,231.0,47.0,47.0,40.0,35.0,49.0,86.0,49.0,194.0,11.0,38.0,70.0,32.0,25.0,19.0,28.0,25.0,67.0,244.0,40.0,35.0,35.0,32.0,36.0,40.0,149.0,41.0,29.0,31.0,37.0,68.0,156.0,18.0,44.0,39.0,36.0,51.0,76.0,46.0,20.0,32.0,27.0,32.0,75.0,29.0,30.0,28.0,225.0,11.0,21.0,237.0,36.0,11.0,14.0,45.0,50.0,43.0,242.0,31.0,56.0,34.0,24.0,18.0,50.0,102.0,20.0,26.0,43.0,66.0,29.0,28.0,14.0,17.0,12.0,43.0,11.0,12.0,35.0,33.0,43.0,41.0,35.0,31.0,34.0,27.0,38.0,19.0,106.0,38.0,25.0,48.0
21.5,63.0,43.0,57.0,50.0,58.0,230.0,48.0,45.0,40.0,32.0,47.0,85.0,53.0,195.0,13.0,38.0,70.0,33.0,23.0,15.0,26.0,24.0,67.0,240.0,42.0,35.0,37.0,32.0,37.0,40.0,148.0,42.0,29.0,29.0,34.0,62.0,164.0,17.0,44.0,40.0,35.0,53.0,77.0,45.0,22.0,30.0,28.0,29.0,72.0,33.0,30.0,32.0,225.0,11.0,21.0,238.0,35.0,11.0,13.0,41.0,53.0,46.0,248.0,33.0,56.0,34.0,22.0,20.0,51.0,103.0,19.0,27.0,50.0,74.0,31.0,33.0,18.0,18.0,15.0,42.0,11.0,11.0,32.0,34.0,49.0,50.0,40.0,34.0,36.0,28.0,42.0,23.0,108.0,35.0,24.0,48.0
21.75,61.0,43.0,56.0,52.0,56.0,231.0,48.0,46.0,42.0,35.0,46.0,88.0,52.0,194.0,15.0,39.0,70.0,31.0,28.0,18.0,28.0,25.0,68.0,245.0,44.0,32.0,36.0,33.0,38.0,40.0,151.0,42.0,31.0,31.0,36.0,64.0,160.0,17.0,44.0,40.0,37.0,52.0,78.0,44.0,21.0,30.0,26.0,30.0,75.0,32.0,32.0,29.0,225.0,11.0,22.0,239.0,37.0,12.0,15.0,43.0,53.0,44.0,247.0,32.0,59.0,33.0,21.0,19.0,52.0,103.0,19.0,27.0,48.0,68.0,30.0,31.0,17.0,19.0,14.0,42.0,12.0,12.0,34.0,37.0,47.0,49.0,36.0,33.0,35.0,28.0,42.0,21.0,114.0,39.0,26.0,49.0
22.0,59.0,45.0,53.0,53.0,58.0,236.0,49.0,50.0,46.0,39.0,53.0,92.0,51.0,199.0,14.0,40.0,74.0,35.0,30.0,21.0,31.0,28.0,69.0,248.0,41.0,36.0,38.0,33.0,39.0,42.0,156.0,43.0,30.0,34.0,43.0,72.0,158.0,20.0,45.0,43.0,39.0,56.0,80.0,51.0,22.0,34.0,27.0,34.0,75.0,30.0,33.0,29.0,229.0,11.0,23.0,240.0,39.0,11.0,17.0,46.0,51.0,40.0,240.0,32.0,56.0,36.0,26.0,22.0,52.0,106.0,23.0,27.0,43.0,69.0,31.0,29.0,17.0,18.0,15.0,45.0,13.0,12.0,36.0,37.0,43.0,42.0,35.0,30.0,33.0,28.0,42.0,22.0,114.0,40.0,31.0,51.0
22.25,58.0,43.0,54.0,50.0,56.0,234.0,45.0,45.0,41.0,34.0,47.0,87.0,50.0,198.0,11.0,35.0,68.0,35.0,28.0,17.0,27.0,25.0,67.0,246.0,40.0,33.0,35.0,33.0,36.0,40.0,154.0,40.0,29.0,32.0,36.0,66.0,158.0,18.0,43.0,40.0,35.0,53.0,79.0,48.0,18.0,31.0,25.0,31.0,71.0,30.0,30.0,27.0,226.0,11.0,22.0,240.0,35.0,11.0,14.0,41.0,50.0,41.0,244.0,31.0,55.0,32.0,21.0,20.0,51.0,100.0,18.0,25.0,41.0,68.0,28.0,27.0,14.0,15.0,12.0,42.0,11.0,11.0,34.0,32.0,43.0,43.0,32.0,31.0,32.0,26.0,40.0,19.0,117.0,40.0,26.0,45.0
22.5,58.0,42.0,54.0,52.0,56.0,235.0,48.0,47.0,44.0,35.0,50.0,91.0,48.0,198.0,12.0,39.0,71.0,33.0,26.0,18.0,28.0,26.0,68.0,247.0,39.0,33.0,35.0,32.0,37.0,42.0,155.0,41.0,31.0,33.0,40.0,71.0,155.0,17.0,40.0,40.0,36.0,53.0,77.0,47.0,19.0,34.0,28.0,34.0,75.0,27.0,30.0,27.0,229.0,11.0,19.0,242.0,36.0,11.0,14.0,44.0,51.0,39.0,243.0,31.0,55.0,31.0,24.0,21.0,53.0,102.0,22.0,26.0,43.0,67.0,29.0,26.0,16.0,17.0,14.0,44.0,12.0,13.0,33.0,34.0,43.0,42.0,35.0,29.0,36.0,26.0,42.0,19.0,120.0,40.0,28.0,51.0
22.75,67.0,45.0,61.0,52.0,61.0,236.0,48.0,45.0,41.0,32.0,48.0,83.0,53.0,201.0,17.0,38.0,70.0,31.0,27.0,17.0,28.0,24.0,68.0,243.0,44.0,37.0,38.0,35.0,41.0,41.0,159.0,43.0,33.0,32.0,35.0,61.0,167.0,19.0,47.0,42.0,38.0,52.0,81.0,48.0,22.0,31.0,27.0,29.0,75.0,36.0,35.0,34.0,229.0,11.0,23.0,242.0,37.0,12.0,15.0,41.0,60.0,50.0,253.0,36.0,61.0,36.0,22.0,23.0,52.0,108.0,21.0,27.0,52.0,74.0,32.0,36.0,16.0,19.0,15.0,45.0,13.0,12.0,36.0,33.0,51.0,56.0,41.0,37.0,38.0,30.0,42.0,24.0,117.0,36.0,25.0,49.0
23.0,56.0,41.0,53.0,48.0,57.0,235.0,47.0,46.0,46.0,36.0,49.0,88.0,48.0,198.0,11.0,38.0,67.0,34.0,27.0,18.0,27.0,27.0,66.0,249.0,39.0,33.0,35.0,31.0,37.0,41.0,158.0,42.0,31.0,33.0,38.0,71.0,152.0,18.0,40.0,38.0,36.0,50.0,79.0,48.0,20.0,31.0,26.0,34.0,76.0,30.0,31.0,28.0,229.0,11.0,22.0,245.0,39.0,11.0,17.0,43.0,51.0,40.0,244.0,31.0,58.0,33.0,24.0,20.0,51.0,103.0,22.0,27.0,43.0,67.0,27.0,28.0,15.0,17.0,13.0,43.0,11.0,12.0,35.0,34.0,43.0,41.0,33.0,28.0,34.0,28.0,42.0,18.0,125.0,42.0,30.0,51.0
23.25,57.0,43.0,53.0,51.0,56.0,236.0,46.0,47.0,45.0,38.0,51.0,91.0,50.0,200.0,13.0,37.0,68.0,36.0,26.0,19.0,28.0,26.0,69.0,250.0,41.0,35.0,35.0,32.0,37.0,42.0,161.0,43.0,29.0,34.0,39.0,72.0,154.0,20.0,41.0,39.0,37.0,51.0,80.0,50.0,21.0,33.0,28.0,34.0,75.0,32.0,33.0,28.0,231.0,11.0,22.0,244.0,36.0,11.0,15.0,45.0,52.0,41.0,245.0,32.0,56.0,33.0,24.0,22.0,52.0,106.0,20.0,28.0,46.0,68.0,29.0,29.0,15.0,16.0,16.0,45.0,13.0,13.0,36.0,37.0,43.0,44.0,36.0,30.0,35.0,27.0,43.0,18.0,127.0,44.0,29.0,53.0
23.5,71.0,49.0,63.0,56.0,65.0,239.0,50.0,47.0,41.0,33.0,47.0,85.0,59.0,208.0,20.0,39.0,74.0,33.0,30.0,19.0,30.0,26.0,69.0,244.0,48.0,40.0,41.0,36.0,42.0,46.0,167.0,45.0,33.0,32.0,35.0,64.0,172.0,21.0,53.0,44.0,38.0,54.0,84.0,51.0,22.0,32.0,29.0,29.0,74.0,40.0,36.0,37.0,233.0,13.0,23.0,246.0,37.0,14.0,15.0,43.0,59.0,50.0,257.0,39.0,62.0,38.0,24.0,23.0,53.0,109.0,20.0,28.0,56.0,80.0,36.0,40.0,20.0,20.0,16.0,46.0,13.0,14.0,34.0,35.0,56.0,60.0,45.0,43.0,42.0,36.0,43.0,27.0,125.0,37.0,25.0,49.0
23.75,60.0,44.0,54.0,53.0,58.0,238.0,47.0,47.0,43.0,38.0,50.0,88.0,51.0,207.0,11.0,36.0,71.0,35.0,27.0,17.0,29.0,27.0,69.0,248.0,41.0,34.0,35.0,34.0,38.0,40.0,163.0,42.0,31.0,32.0,39.0,70.0,156.0,18.0,43.0,42.0,37.0,53.0,83.0,53.0,21.0,34.0,29.0,33.0,73.0,29.0,31.0,30.0,231.0,11.0,22.0,247.0,38.0,11.0,17.0,44.0,49.0,39.0,243.0,31.0,53.0,35.0,24.0,21.0,51.0,104.0,20.0,24.0,43.0,67.0,28.0,29.0,14.0,17.0,15.0,44.0,13.0,14.0,36.0,37.0,42.0,42.0,33.0,30.0,32.0,27.0,38.0,18.0,128.0,39.0,29.0,48.0
24.0,57.0,42.0,51.0,49.0,56.0,240.0,45.0,45.0,42.0,37.0,47.0,88.0,49.0,202.0,11.0,37.0,67.0,35.0,25.0,17.0,29.0,24.0,70.0,249.0,39.0,32.0,33.0,32.0,37.0,42.0,164.0,42.0,29.0,33.0,38.0,71.0,154.0,19.0,42.0,40.0,35.0,51.0,81.0,52.0,21.0,33.0,28.0,32.0,74.0,29.0,30.0,27.0,233.0,11.0,21.0,250.0,37.0,11.0,16.0,43.0,48.0,34.0,244.0,30.0,55.0,32.0,23.0,21.0,51.0,105.0,20.0,25.0,42.0,67.0,29.0,27.0,16.0,17.0,13.0,44.0,12.0,12.0,35.0,33.0,42.0,39.0,32.0,29.0,31.0,25.0,39.0,17.0,132.0,41.0,30.0,48.0
24.25,57.0,42.0,53.0,51.0,54.0,239.0,45.0,45.0,45.0,35.0,48.0,89.0,47.0,205.0,11.0,37.0,67.0,33.0,23.0,19.0,29.0,24.0,68.0,252.0,39.0,31.0,34.0,32.0,36.0,42.0,165.0,40.0,30.0,35.0,38.0,69.0,155.0,17.0,40.0,39.0,36.0,49.0,77.0,52.0,21.0,34.0,27.0,33.0,73.0,29.0,29.0,26.0,233.0,11.0,21.0,248.0,38.0,11.0,15.0,43.0,50.0,36.0,244.0,29.0,55.0,31.0,23.0,20.0,52.0,103.0,20.0,25.0,40.0,66.0,26.0,28.0,14.0,17.0,14.0,42.0,14.0,13.0,36.0,34.0,41.0,38.0,34.0,28.0,34.0,27.0,41.0,17.0,133.0,38.0,29.0,51.0
24.5,57.0,41.0,52.0,48.0,54.0,236.0,43.0,42.0,40.0,33.0,45.0,87.0,48.0,202.0,11.0,35.0,66.0,29.0,21.0,17.0,28.0,23.0,68.0,249.0,38.0,31.0,36.0,31.0,36.0,41.0,164.0,41.0,29.0,32.0,34.0,68.0,155.0,18.0,40.0,38.0,37.0,48.0,77.0,46.0,20.0,31.0,27.0,30.0,75.0,29.0,31.0,27.0,233.0,11.0,21.0,251.0,37.0,11.0,15.0,42.0,52.0,38.0,250.0,30.0,55.0,35.0,24.0,19.0,49.0,103.0,20.0,25.0,43.0,66.0,29.0,29.0,15.0,18.0,11.0,44.0,12.0,11.0,33.0,32.0,43.0,42.0,33.0,30.0,33.0,27.0,41.0,17.0,134.0,37.0,28.0,49.0
24.75,66.0,44.0,61.0,50.0,60.0,235.0,43.0,39.0,37.0,30.0,44.0,84.0,56.0,201.0,16.0,33.0,65.0,27.0,23.0,15.0,27.0,22.0,66.0,243.0,45.0,34.0,39.0,32.0,37.0,39.0,168.0,41.0,30.0,29.0,33.0,59.0,165.0,19.0,46.0,37.0,37.0,46.0,81.0,45.0,20.0,31.0,24.0,26.0,74.0,38.0,34.0,36.0,233.0,11.0,23.0,251.0,35.0,13.0,12.0,40.0,58.0,51.0,258.0,38.0,61.0,35.0,20.0,20.0,53.0,105.0,20.0,27.0,54.0,74.0,31.0,38.0,20.0,17.0,13.0,43.0,11.0,12.0,33.0,35.0,51.0,57.0,42.0,39.0,40.0,29.0,42.0,25.0,136.0,34.0,23.0,51.0
25.0,58.0,43.0,56.0,50.0,57.0,239.0,43.0,43.0,40.0,33.0,45.0,88.0,51.0,206.0,11.0,35.0,66.0,31.0,25.0,17.0,27.0,24.0,68.0,250.0,40.0,33.0,35.0,30.0,37.0,41.0,171.0,42.0,28.0,34.0,35.0,68.0,158.0,18.0,43.0,39.0,38.0,49.0,81.0,51.0,21.0,32.0,25.0,31.0,74.0,30.0,31.0,28.0,235.0,11.0,21.0,250.0,36.0,11.0,14.0,42.0,49.0,39.0,249.0,30.0,56.0,32.0,23.0,20.0,49.0,106.0,19.0,23.0,42.0,68.0,30.0,28.0,14.0,15.0,12.0,41.0,12.0,13.0,32.0,32.0,44.0,43.0,33.0,30.0,33.0,26.0,37.0,17.0,137.0,36.0,25.0,47.0
