10.000000,0.725455
20.000000,0.769091
30.000000,0.756364
40.000000,0.790909
50.000000,0.805455
60.000000,0.816364
70.000000,0.834545
80.000000,0.829091
90.000000,0.838182
100.000000,0.863636
110.000000,0.830909
120.000000,0.843636
130.000000,0.845455
140.000000,0.850909
150.000000,0.836364
160.000000,0.836364
170.000000,0.852727
180.000000,0.847273
190.000000,0.854545
200.000000,0.850909
210.000000,0.847273
220.000000,0.863636
230.000000,0.845455
240.000000,0.836364
250.000000,0.836364
260.000000,0.829091
270.000000,0.829091
280.000000,0.830909
290.000000,0.836364
300.000000,0.830909
310.000000,0.827273
320.000000,0.834545
330.000000,0.825455
340.000000,0.852727
350.000000,0.830909
360.000000,0.829091
370.000000,0.820000
380.000000,0.845455
390.000000,0.847273
400.000000,0.830909
410.000000,0.856364
420.000000,0.847273
430.000000,0.829091
440.000000,0.823636
450.000000,0.836364
460.000000,0.838182
470.000000,0.849091
480.000000,0.801818
490.000000,0.823636
500.000000,0.818182
510.000000,0.854545
520.000000,0.843636
530.000000,0.838182
540.000000,0.840000
550.000000,0.832727
560.000000,0.832727
570.000000,0.841818
580.000000,0.849091
590.000000,0.841818
600.000000,0.865455
610.000000,0.852727
620.000000,0.865455
630.000000,0.852727
640.000000,0.840000
650.000000,0.852727
660.000000,0.832727
670.000000,0.825455
680.000000,0.820000
690.000000,0.838182
700.000000,0.852727
710.000000,0.825455
720.000000,0.838182
730.000000,0.858182
740.000000,0.852727
750.000000,0.867273
760.000000,0.832727
770.000000,0.845455
780.000000,0.850909
790.000000,0.825455
800.000000,0.870909
810.000000,0.852727
820.000000,0.854545
830.000000,0.825455
840.000000,0.834545
850.000000,0.845455
860.000000,0.832727
870.000000,0.832727
880.000000,0.841818
890.000000,0.854545
900.000000,0.849091
910.000000,0.852727
920.000000,0.840000
930.000000,0.840000
940.000000,0.841818
950.000000,0.858182
960.000000,0.854545
970.000000,0.825455
980.000000,0.821818
990.000000,0.821818
