10.000000,0.489773
20.000000,0.432955
30.000000,0.386364
40.000000,0.432955
50.000000,0.362500
60.000000,0.442045
70.000000,0.480682
80.000000,0.496591
90.000000,0.507955
100.000000,0.521591
110.000000,0.526136
120.000000,0.520455
130.000000,0.523864
140.000000,0.522727
150.000000,0.528409
160.000000,0.537500
170.000000,0.530682
180.000000,0.538636
190.000000,0.530682
200.000000,0.534091
210.000000,0.531818
220.000000,0.537500
230.000000,0.540909
240.000000,0.538636
250.000000,0.539773
260.000000,0.536364
270.000000,0.543182
280.000000,0.540909
290.000000,0.540909
300.000000,0.544318
310.000000,0.546591
320.000000,0.542045
330.000000,0.542045
340.000000,0.546591
350.000000,0.539773
360.000000,0.543182
370.000000,0.545455
380.000000,0.544318
390.000000,0.544318
400.000000,0.542045
410.000000,0.540909
420.000000,0.543182
430.000000,0.542045
440.000000,0.540909
450.000000,0.544318
460.000000,0.542045
470.000000,0.542045
480.000000,0.542045
490.000000,0.537500
500.000000,0.538636
510.000000,0.538636
520.000000,0.539773
530.000000,0.539773
540.000000,0.538636
550.000000,0.542045
560.000000,0.540909
570.000000,0.538636
580.000000,0.537500
590.000000,0.538636
600.000000,0.538636
610.000000,0.540909
620.000000,0.543182
630.000000,0.542045
640.000000,0.540909
650.000000,0.540909
660.000000,0.539773
670.000000,0.540909
680.000000,0.539773
690.000000,0.539773
700.000000,0.542045
710.000000,0.544318
720.000000,0.545455
730.000000,0.544318
740.000000,0.543182
750.000000,0.545455
760.000000,0.545455
770.000000,0.544318
780.000000,0.544318
790.000000,0.545455
800.000000,0.543182
810.000000,0.543182
820.000000,0.542045
830.000000,0.543182
840.000000,0.545455
850.000000,0.543182
860.000000,0.542045
870.000000,0.544318
880.000000,0.542045
890.000000,0.542045
900.000000,0.543182
910.000000,0.544318
920.000000,0.545455
930.000000,0.545455
940.000000,0.545455
950.000000,0.545455
960.000000,0.544318
970.000000,0.548864
980.000000,0.547727
990.000000,0.543182
